scaffold1	scaffold2	connections
46528	47078	38
25894	27521	8
15026	30414	2
16493	18023	156
13953	5139	59
22092	39340	11
4373	50913	2
22689	6135	3
4246	4685	14
79399	95328	3
12590	14214	9
48533	9821	12
2691	4131	2
78009	79715	2
14778	20557	14
31210	4418	2
5063	9924	2
20380	59862	1
29872	31726	4
13837	2443	6
50530	50531	14
1014	6309	3
5282	5836	23
12493	26187	12
46612	9073	10
10079	5421	58
27764	27765	11
13640	5297	28
10214	21113	3
44812	54404	9
32787	38522	2
11592	24832	1
51312	70857	2
36751	47445	4
11009	39377	1
29077	57264	1
39352	40322	31
17144	81444	3
37282	5424	4
16966	46869	4
17300	38218	10
14154	46747	2
78611	85656	3
64058	67649	3
17297	20591	4
43026	70472	4
76622	85920	1
16159	30831	4
23413	51928	3
1122	36044	9
21258	9087	3
4009	5313	1
30428	62915	1
19980	62008	97
80102	90968	1
68319	74743	2
87849	93584	1
26553	31632	15
28477	33093	3
52593	69236	9
4199	44020	21
73118	76928	1
1394	1395	13
3720	800	1
35079	39513	5
92016	92551	1
17444	53454	3
14580	2535	140
22622	23780	12
37829	62986	4
13661	14634	13
25603	39325	2
1223	1224	13
44860	7061	1
29363	9006	67
26837	42875	11
11329	8234	62
11255	47126	5
23110	4756	10
11676	7057	9
12492	7977	1
49334	71685	1
51371	60557	1
31227	3496	18
62943	69282	67
41529	41530	4
13426	7021	1
27238	591	19
14216	48504	17
75507	83692	1
28701	67198	6
15180	61370	6
12891	3597	12
33098	39203	6
38923	5111	1
5984	7213	3
50583	58267	7
60113	95401	2
91286	92832	2
19570	30010	1
2166	3433	1
1622	963	3
19875	48045	2
20546	45939	5
15851	2584	28
17215	3830	5
72287	86675	7
3230	6402	28
40452	5699	1
37387	45064	17
2570	438	38
68053	71275	1
19734	42145	1
63315	71582	1
63799	7222	1
1824	19542	7
5553	9123	7
25849	26694	10
91981	92489	1
20768	63135	24
3219	37736	60
32219	37695	1
71554	83012	1
27218	7241	7
27063	33223	10
44464	64115	4
26966	4037	16
18179	19886	1
78585	84092	1
19164	35968	20
13954	16042	1
32933	9669	1
240	8329	1
17552	39703	41
11890	3942	1
49476	57246	1
38177	53759	4
19155	26652	5
16073	35833	1
15032	33414	1
29356	59602	2
18488	9399	4
85511	86838	2
39578	6286	24
43124	43125	16
35671	36747	5
69941	78038	2
20631	40064	1
12646	4348	2
26796	4344	1
32036	39133	2
14666	16434	2
1311	27612	2
10168	18961	2
8381	9172	1
45990	718	1
6107	6108	36
29997	8590	1
29561	40322	13
22596	53572	44
5447	66453	1
86594	88197	1
41134	47359	13
17105	64335	1
22707	35288	2
3255	46817	1
12609	40437	10
10154	9928	7
60781	81452	3
46997	7526	2
11529	4433	8
5520	6954	14
49461	65829	1
13006	2756	1
21775	40494	1
26997	62511	4
35139	4919	1
22160	40	4
48878	53964	4
18617	29059	12
79416	80401	3
65816	97236	13
14183	15060	2
8797	8798	26
12537	2629	1
40645	63611	1
38343	61077	1
1111	9881	33
5856	9760	7
30082	36831	4
45764	66118	3
10663	47051	2
1605	6601	72
70630	76318	3
10779	19124	18
1038	1039	2
35467	65896	1
5257	7766	1
10050	18245	28
19606	6564	5
27794	8480	2
24812	48710	8
43937	57641	2
36227	42299	4
25220	3229	49
24173	28582	28
27326	37243	2
34195	37928	6
21376	5698	20
13194	34707	2
44138	46393	3
3255	45095	1
2772	4218	53
1431	15047	5
21980	49292	6
61420	71234	5
15666	15667	26
77939	77976	4
16263	41685	9
50796	67086	1
16081	32055	11
45649	92532	6
85244	89876	7
56995	61286	150
2876	31898	2
35579	9233	1
13457	8994	1
84423	87224	2
29235	49806	50
13238	13239	2
61107	94485	1
55321	81249	2
66023	69726	2
13084	64783	4
10206	29210	75
16713	21966	6
18731	36807	16
68683	83491	1
23031	51144	2
1454	19603	2
2787	3157	20
20477	31754	11
79177	81531	2
19777	5532	34
2624	9912	73
34617	87252	1
72962	77580	4
10502	13584	16
24034	50856	2
32129	60889	2
26214	37087	3
61117	61118	6
29295	41626	5
4003	4004	1
17032	27820	5
36240	47548	11
10963	2218	14
32056	53876	140
31012	6983	118
516	516	13
28951	49205	6
31510	49098	8
40846	47879	1
36364	84012	1
16145	5893	1
22548	41274	15
21868	21900	8
25333	25334	15
23343	70729	1
1258	38486	2
45406	51240	5
15084	33379	11
80604	80746	2
33446	58277	2
427	8543	68
62643	790	1
11085	36792	6
13102	15399	6
24053	41822	1
32604	33144	1
14044	23935	6
92581	93304	1
16651	82703	3
20079	37226	1
72129	73008	2
10594	1838	2
11356	21897	3
22623	64054	9
51822	60470	1
21699	38782	8
19927	20893	1
10832	22515	15
24636	24637	7
16013	46725	4
83861	90173	1
38379	55732	5
26010	38722	1
25124	4818	8
2675	8277	26
25008	42844	5
16159	24293	124
272	9118	12
45065	50692	2
78103	83259	1
25339	47624	2
10912	22675	1
28380	32842	7
10628	39813	1
23564	6305	3
34014	9597	2
2664	282	36
18010	49664	3
14523	416	10
3930	6950	8
24558	40070	11
334	521	6
18412	18413	6
2427	8623	1
35315	54553	1
1074	972	21
20647	333	2
80124	80795	1
34819	56459	4
19038	9820	2
12543	280	8
1220	1705	17
39920	61434	4
12141	2877	80
46055	46210	14
25265	29909	8
7243	7244	8
2277	5409	5
73925	80211	3
72499	75813	1
73127	73270	2
37307	42280	1
17325	17326	1
20936	33114	3
62806	74974	1
13209	13210	9
15956	25375	4
57392	67012	9
2153	32072	8
3674	3935	105
24344	718	19
29307	65877	3
25839	2675	4
4601	4602	3
18927	2428	9
74114	81960	1
21258	32704	1
84322	89841	1
13267	17525	10
4220	43503	3
14726	25183	1
21083	36463	9
2449	8525	125
72595	76960	1
87629	93357	5
30546	44854	6
24246	50556	1
69343	75595	2
32555	60919	1
42793	44692	2
81336	84685	2
13085	32832	5
20698	33033	5
13162	8224	2
67792	76929	2
90682	95208	1
13669	16145	1
37497	67652	3
24826	48584	6
3103	3106	7
91717	92541	1
53072	69951	2
11801	231	7
28030	34422	10
14183	34804	1
17324	7466	1
56180	59844	1
7623	993	4
60793	63758	12
14196	46708	2
22442	9593	1
79936	85123	3
42911	42912	57
28660	32812	6
19080	6843	4
113	19195	5
5285	5286	13
12050	7099	5
33509	36100	1
26979	30172	1
62627	62735	1
17048	17049	2
32071	637	6
37946	58343	1
28293	63527	5
50458	51966	6
4227	5880	2
94373	95382	2
25240	57062	6
35778	44725	20
25090	2829	1
34803	8333	6
89118	89973	2
47237	67918	2
11291	4116	14
78994	80846	2
1180	780	146
92252	92253	1
13500	34601	33
23281	8263	2
15533	47075	1
42470	42471	4
31096	6664	9
21210	4423	1
33709	87116	1
10456	48727	4
39438	44525	4
1361	23703	1
45654	45655	4
14287	20840	18
13533	13672	2
44341	52990	10
16196	7424	5
26091	45681	3
8549	8550	3
72779	84624	5
17078	27440	1
34443	35208	16
33111	45805	7
14343	14344	8
16286	40265	2
26279	6897	5
1474	23811	5
10510	4282	1
279	42795	1
39560	71508	27
19992	3268	10
10679	25610	12
79524	84026	3
18315	26735	96
25784	30119	5
88691	92225	3
22934	25116	3
21752	53340	7
12858	21856	3
16326	34380	50
21003	610	8
1862	3975	20
11314	19551	12
12033	7394	12
52318	58642	1
17856	562	4
39885	5489	3
27330	27331	4
4836	4837	3
82009	85779	2
3457	3458	118
76286	78866	1
11424	16137	10
50636	70013	1
45178	8765	14
11981	7095	16
1623	38034	3
31841	5681	3
31419	63480	14
69855	70967	1
434	6266	6
48278	5771	1
2991	6029	2
54832	93992	2
13755	3818	1
32241	7706	4
47835	50420	6
14310	24276	6
15411	9300	31
14149	4745	7
26440	41963	13
6493	6494	21
41118	7355	1
60640	70320	1
47341	9550	34
47998	51809	1
38487	38488	7
31118	34025	1
89172	90117	3
77354	83440	3
14494	44948	2
5742	9940	10
5995	5996	7
233	494	18
38918	38919	4
92613	95961	2
21579	6962	4
31297	48707	6
19581	19741	5
32547	33131	4
71479	72892	1
25977	42118	3
16430	35232	1
26155	62096	6
35652	64371	1
13531	33273	1
19043	41905	10
11049	23909	32
17158	1890	1
4631	4632	4
64530	7807	10
26150	56041	3
16145	1896	1
3933	4190	2
11633	11634	1
3794	40716	3
20413	23967	4
3120	63761	1
16038	24423	7
31764	54539	1
2368	52118	1
10506	718	15
77335	85725	5
51860	63553	1
48651	63093	11
16524	2435	1
2363	26567	1
71281	75339	2
11020	19730	10
82913	84907	1
19660	41305	28
10962	36937	25
49069	52271	1
12118	15035	6
6922	9445	2
25206	39499	10
53726	63808	2
51707	58595	3
49363	65530	3
35704	41111	6
74107	87302	2
29918	4113	4
2174	8510	5
42340	49218	6
24574	5552	103
13185	22745	1
40843	70129	4
4629	5191	6
86903	88951	7
52250	68443	5
17741	4821	52
32046	43742	2
22135	49709	2
31703	38497	5
27447	27465	1
79243	80720	2
19250	19251	4
23518	4564	23
54091	59806	3
89732	95121	1
66419	78588	1
58398	8410	1
34491	4831	1
20761	40210	1
45716	45717	3
24581	34437	2
2166	2167	3
27392	30662	62
30851	3455	15
63303	69615	3
70385	71360	1
4662	6172	12
452	46017	12
18396	9079	2
21800	35316	1
48284	52237	1
41378	57759	3
54005	9686	1
70176	72481	1
179	7763	2
17646	4816	3
27302	47768	3
12681	33834	18
56885	64982	1
17238	24199	1
1240	60074	1
29595	3991	10
28050	34196	9
1690	7156	29
29639	74394	4
17544	26706	28
38459	49041	1
1726	21782	4
9915	9916	3
13040	5471	13
323	5111	1
71312	81362	1
24814	29482	1
77354	87712	2
90304	90347	1
17446	29541	3
18178	33716	10
16089	5748	24
60408	92205	2
13103	13104	4
20198	718	2
19234	5944	4
10615	10672	2
65437	71457	4
1455	1456	1
10981	10983	84
42530	55051	4
22900	26816	62
38992	38993	8
17681	23195	10
12013	8372	1
76349	77855	2
13313	46499	10
28937	42323	8
19852	19853	9
61977	79490	7
29188	5994	3
33029	56924	2
24078	33904	11
1410	55487	6
11459	7567	29
59442	74152	1
19022	29305	9
66740	67195	2
21039	45564	4
1358	19071	1
3418	3419	11
10425	9755	2
19615	2194	3
14510	19360	1
42965	64234	104
40493	64317	1
37571	37917	6
17828	21470	1
36683	58516	1
17997	19053	23
23995	68339	1
28057	4460	29
37877	43828	1
62432	71420	8
5051	6238	3
10328	446	16
10194	35913	3
52047	69591	1
276	54515	13
2114	42040	7
38129	46838	1
28277	68136	27
33006	50336	1
36871	42823	11
17757	2212	2
43428	5456	1
38337	9384	2
76902	86796	1
51112	51113	5
12393	30309	2
16438	17323	15
19076	19077	1
13039	19316	7
22625	9924	1
94825	96458	1
77734	77743	3
17488	43423	9
22281	2570	11
52960	56880	2
2223	49790	2
77392	80306	4
25080	41612	38
23341	56829	9
76365	83422	2
53660	7512	1
23118	55880	3
7664	7799	13
5001	51159	3
22991	7831	4
47647	5863	1
80075	80076	1
10628	22726	2
12985	33079	1
23748	4926	1
32573	47789	14
51404	65797	4
56624	61760	2
36624	44255	1
10146	41793	3
13255	24197	38
20562	42687	1
67686	70324	1
26778	6820	1
40366	51740	3
11695	12320	4
1799	25860	2
90037	91198	1
13000	22590	4
12558	8851	24
10516	35211	1
27849	52938	4
11717	22207	8
77087	96657	1
24642	26181	7
1111	44	66
11288	19608	1
20436	65498	7
31362	57034	5
22906	38926	11
46157	54537	1
2062	26810	11
15547	45950	6
16295	50290	12
28778	44683	1
23224	34986	1
33446	58334	1
13152	8004	1
47341	57918	5
25819	36279	1
15688	5007	2
1234	33177	4
18182	34053	6
71955	82797	2
15040	985	20
12782	9598	23
33857	42506	1
10732	13159	14
10792	27380	13
58643	64601	4
29216	35332	7
37534	40465	4
12235	7663	3
22371	53016	9
28353	37610	4
1202	31258	2
38702	64556	4
40173	5842	2
1115	45177	20
20571	46254	1
16637	39432	6
22701	41371	32
22422	47319	4
1038	61889	234
11984	26164	4
15949	4600	1
6131	62579	1
24708	29773	4
12111	1521	1
36754	38136	9
14354	28599	3
50118	66929	2
32893	39585	7
21434	7749	21
22138	42415	6
48392	8921	1
17044	36840	1
45101	6309	1
43678	64786	1
14733	28476	6
11343	3340	3
38430	7750	1
18132	64885	1
81750	94433	1
12513	4214	220
17539	18850	14
42914	55147	1
80020	85796	8
10945	2735	10
1956	26614	20
90086	90087	2
3172	40654	8
27732	56278	2
14672	25134	5
38177	42857	4
22645	40991	10
49743	66135	2
18850	1962	104
20371	24591	8
4059	44002	14
78307	83876	1
18838	20087	5
15125	27378	3
16515	29790	203
10827	21482	4
76569	80267	1
2818	42	9
18416	5901	1
26962	64480	3
37608	44277	2
55986	60276	5
27299	8074	1
23120	8142	5
44330	5363	10
17478	22217	3
34514	48114	5
15221	4619	53
27041	44220	1
21258	27990	1
36952	9214	3
41160	41161	3
21825	40741	1
13956	4148	2
18591	32871	10
31101	42405	5
30737	8880	34
23898	6711	5
32770	54956	62
12938	8331	24
70176	70667	3
13563	20716	9
81941	92248	3
23412	49806	59
40465	56407	5
65525	67212	2
26098	5002	31
35522	8490	17
19969	8104	6
50053	56344	8
2480	2575	9
66514	67682	5
24459	38170	1
14246	67411	3
61032	95028	3
25361	53671	7
1614	47891	7
41067	45748	2
18520	46870	1
29363	36753	59
45738	63332	3
37624	58992	5
27499	46846	2
58282	82648	1
65791	66037	1
87571	91230	1
8323	8324	47
26201	26202	30
69930	74354	1
40245	52445	50
302	33057	1
9144	9145	1
41365	42656	1
35828	68016	3
79178	92982	1
59132	59133	2
49915	9550	3
88951	89829	3
36666	41854	4
25743	32794	2
27159	33669	8
77271	83464	3
22658	49611	20
21475	32788	2
35869	51143	3
26564	4305	44
82237	84507	1
37422	44785	2
16487	36999	1
18001	72539	1
24286	627	1
10873	1799	1
12187	32859	7
32682	39851	9
11117	60057	1
13961	34563	6
52062	55982	1
10982	10983	4
19448	2240	16
16419	42386	133
11501	8227	9
11352	18693	124
2514	2515	5
21120	4555	1
12138	20068	9
20508	20728	9
14457	37119	3
12124	30572	6
3340	8604	12
88885	94919	3
2529	57377	2
22551	33972	7
3832	7276	1
13607	40558	8
41055	80901	1
64246	64937	8
403	404	14
13679	62243	2
22808	60919	1
1213	19491	24
1285	17914	5
11918	2096	24
16237	24151	24
21592	30371	1
14208	22879	5
13722	19201	1
29853	54573	7
22625	49	21
15456	38343	10
30596	79894	1
41303	59165	66
2407	61107	7
23395	39355	4
1490	1491	5
22509	25688	12
18219	9949	2
37261	9793	2
68063	78784	1
16035	57397	5
2625	45361	9
11593	42577	7
21453	23511	1
74953	80444	1
77339	86682	6
31575	58874	7
40964	53898	1
5890	9868	2
27797	70811	2
63672	76345	2
74274	82452	1
39386	445	11
3259	8791	2
21545	26785	1
54928	65417	1
27115	9808	2
13543	3597	11
12732	14790	29
10519	11779	30
33040	91520	1
3446	5722	8
1516	1517	84
72158	84981	1
28538	446	1
8951	9955	4
4038	6774	69
35059	47897	11
60961	6812	47
36735	51807	1
62813	69005	3
34800	34800	66
13722	2923	3
69184	69185	1
2778	59602	77
53537	9318	4
39758	9940	96
11370	1145	2
12994	9903	30
59581	6441	1
4607	47327	9
70234	89122	4
75046	83551	2
32013	62667	2
4280	4708	45
12859	68323	3
25817	58345	1
14016	5562	1
48959	83960	1
19125	24445	2
80757	83231	2
33832	68136	15
27731	67446	3
15935	33431	10
73733	81805	3
89323	90776	3
16696	749	6
17224	1901	1
85093	85094	1
26834	53477	16
38092	7543	5
37358	68824	1
25759	28431	3
25411	38723	11
61875	68776	1
29680	62959	5
480	7749	1
202	22920	9
55967	57744	1
252	35352	24
2420	36236	1
16962	38593	1
13251	19427	9
28890	29236	5
17076	3599	3
34417	40880	1
477	8155	4
19790	75545	1
65727	69820	2
15443	35577	1
12364	20547	2
20801	30763	3
18938	50660	6
42842	63530	3
16832	23648	5
1122	28194	6
4683	8923	26
10231	4218	28
17422	17423	52
16625	33826	33
13650	30933	2
3256	53811	1
78114	81609	2
70287	71199	1
88433	88929	3
15564	6026	8
29609	9365	1
29675	63164	4
36535	502	13
28302	28303	1
29420	37042	1
73054	86047	2
15931	22633	1
42406	54018	1
19795	20249	7
19351	24566	3
75974	85530	2
251	6135	1
24284	28214	4
32231	58074	4
50638	51571	2
23728	27551	1
41803	75780	1
13283	65068	1
27409	58932	2
39316	43266	9
13885	15467	13
17149	17150	4
2251	2252	130
48495	71835	1
29363	8644	66
45531	47449	2
88950	89395	1
24675	9613	5
44939	54409	6
47149	51207	6
75478	84250	3
71808	71829	14
14809	4914	1
32984	42685	2
17057	17058	8
16688	17177	3
10308	34707	1
63760	68621	5
160	27658	46
29449	31639	2
4184	57	12
1462	26399	2
486	967	2
38104	43573	8
34186	35986	6
57699	63761	1
13680	41397	12
3302	695	2
72753	82987	3
11938	11968	18
40505	40509	1
82349	84655	3
40485	42944	7
3006	5445	24
4040	5321	20
43047	43104	58
26395	9002	1
42677	64821	3
10879	21681	1
3441	7670	6
29438	72187	74
1284	18095	16
43270	43715	5
89949	90003	2
14458	14459	43
14078	18632	2
36627	37248	1
76271	76383	2
45452	53271	2
58506	66280	1
36563	57209	7
3395	6118	4
11973	41729	1
76305	78882	2
20768	68730	12
22703	22705	9
63352	71534	3
52736	53214	53
11210	17560	1
19299	33902	9
46418	50266	1
29668	4078	18
27547	48274	10
3038	47746	5
28439	31959	8
16496	29002	1
40652	60728	1
25808	5553	80
45026	64814	3
52469	52784	2
21412	43371	1
90406	96229	1
45450	62029	2
2218	4200	23
16318	39593	2
11855	22023	3
44958	90384	3
69826	69826	1045
4714	5293	10
10644	7686	1
43145	5981	3
20894	35848	73
34244	43125	2
31063	34223	70
76815	88762	2
90624	92144	6
34166	54042	1
19336	33496	6
80586	85952	2
17441	22701	2
20466	32359	1
80304	83865	6
14538	60193	83
17549	26646	7
37785	63482	2
12521	19462	1
41745	55454	2
19457	47117	14
39452	8354	4
54973	59501	2
265	4186	1
77878	81999	2
22478	25950	13
72859	77375	1
31079	57376	1
17844	23139	93
17173	24526	1
19351	40838	1
58834	7339	20
11517	16213	2
29989	6238	4
22552	26539	2
42301	7964	12
66071	92295	2
21146	29601	1
30657	6219	4
39181	41166	2
6228	9791	2
26797	68774	2
36900	54539	1
32368	47444	3
32170	60309	4
37540	73516	1
51657	7199	11
33865	44015	7
3830	409	3
1724	1725	26
10181	36833	3
66836	95131	2
1100	9469	21
36206	67804	3
14846	6402	57
23579	52757	5
14657	14658	37
44480	5206	5
50294	53385	5
10826	34742	1
74647	75598	2
17177	31923	1
9971	9972	128
69864	85524	3
43651	4799	1
26082	5130	1
62840	66607	3
40880	52924	1
40644	55523	6
15211	25205	123
27735	59316	6
17772	17773	6
11938	41868	1
41250	66612	4
22622	51218	1
14714	20258	3
21335	44709	1
3055	49553	2
12448	47929	1
10697	46447	1
51522	52117	2
44146	45830	1
47866	58637	53
35221	70079	5
2671	39185	70
2430	30689	2
23875	36127	7
13925	975	7
8353	8791	1
19460	19461	6
11580	37114	2
75215	83428	2
12199	913	2
52060	65326	1
14091	8140	4
16147	16148	5
3577	9626	37
15713	43041	1
12492	8421	1
15950	6515	6
35750	6760	5
48009	63357	1
5188	53194	2
75508	81349	1
67695	77316	2
35397	38563	18
1361	5287	2
14406	31606	2
17504	29496	1
73783	74680	1
59720	66179	1
5634	76416	1
481	6172	4
28320	32867	4
57729	62814	4
13540	6994	2
28022	3242	4
20980	21309	7
64302	67421	2
32728	61903	5
11556	26433	1
10865	3624	1
16034	3182	1
1601	20560	42
24862	49576	4
19261	45480	10
18635	25357	20
29980	3549	4
18624	33164	1
42505	5524	1
1391	9432	16
4277	9239	2
71906	84704	1
12708	16859	7
27229	48652	4
1852	1853	18
75238	85229	2
31562	373	1
10981	31446	103
20117	35530	2
72964	86395	1
10670	20380	1
51787	60690	8
11832	7066	4
41529	68203	4
17443	59165	25
15014	18694	2
56680	93824	1
4478	7070	11
27563	52674	62
32097	63882	6
29273	33609	1
31829	38425	2
22865	35175	17
66251	7043	4
27807	37662	8
27350	39067	2
19024	21640	3
6620	6621	6
17506	2750	79
50370	83623	2
37960	51801	3
40638	41844	2
18340	64089	3
28409	49668	4
60710	90048	4
43133	50019	31
13762	31360	1
29535	4832	10
10648	1851	5
10879	5111	1
21260	3707	1
56627	56628	1
11227	13313	19
3611	3612	9
72049	80761	1
31994	48325	5
88466	91879	3
13150	40330	1
16823	30887	3
42521	54973	4
18079	22401	3
74579	76351	3
74803	85592	1
11692	18170	1
10747	40691	1
47763	67067	4
39244	44944	3
21384	3984	5
473	7709	27
32745	59815	1
16823	32082	1
92429	92885	2
18048	51767	1
10890	23084	32
49212	8992	1
2795	651	8
21377	31671	9
29508	40113	3
80269	81863	2
37246	41746	12
22566	37691	2
11587	9783	37
32861	57633	4
34423	47095	12
47951	59485	2
5462	5464	4
25988	38545	7
11464	11723	3
33328	33744	2
16412	5455	4
39715	45182	4
30986	54294	1
41970	60284	1
73786	77369	1
80280	85920	1
19341	47291	1
26405	4941	26
22169	41763	6
27458	38584	11
1904	26844	7
84115	94355	2
23157	5779	14
19514	66087	5
13890	4435	10
26223	30068	12
19627	46670	9
4960	4961	8
27597	62749	3
19217	30950	1
13553	23919	9
1249	8822	14
10463	9587	8
40552	56438	1
24128	4196	9
12881	3726	5
33858	63003	5
25060	36170	8
34372	7186	1
31968	59451	15
27659	51143	3
10416	111	20
39521	48140	4
62489	97271	2
10826	35526	1
11320	8600	10
16474	57044	1
43721	52554	8
6438	6568	2
4448	7122	7
3346	3495	6
25661	43099	5
19836	5724	7
12847	13487	15
40522	42556	3
2079	2112	1
11837	7666	16
25891	32582	6
46793	89145	10
15720	18532	3
85494	94187	1
79321	82885	3
16422	4331	24
27819	34707	2
24642	42649	2
26062	40544	5
70891	97056	5
20882	21100	26
25065	29824	3
2571	718	1
21555	62082	1
45333	47716	2
40350	40351	6
40847	9624	13
24512	7411	2
60690	63760	7
16628	46702	3
38873	64122	3
18100	3939	1
13921	21676	5
10018	34558	1
53733	67836	9
52977	59136	4
18684	39453	4
38353	60033	1
29233	54853	1
16983	17349	28
69629	76320	1
11168	20582	34
30895	66244	3
12483	31748	2
13953	3212	19
15332	15333	1
88788	90258	3
60153	9673	1
75272	85849	2
19570	25116	1
18494	35093	2
1446	6913	19
28079	54199	2
34645	36240	9
52182	63948	2
24966	8601	4
77134	78641	1
31639	51104	5
28980	49879	54
17695	1796	3
15915	24158	13
14082	43918	21
1322	19570	1
28335	67452	1
25702	47812	5
30757	5276	1
12166	18755	4
25388	69909	1
20704	65873	1
71008	84227	1
32836	52614	1
36443	43691	16
57847	66216	3
34496	47181	1
1019	4045	2
1019	27016	2
28572	55020	5
35357	48246	5
73588	76251	3
49659	54974	3
3987	9968	4
19016	85992	4
15197	51393	4
12560	6980	3
44117	64197	1
19865	8176	6
72288	83153	1
39481	69225	2
23990	52617	50
18519	28026	9
52102	94345	1
23190	31974	15
11811	11812	2
4213	4683	9
11642	16922	10
17154	1771	12
30099	59710	1
30872	4136	5
16438	22556	8
28540	40308	4
17517	5913	10
88754	94023	3
75462	82699	2
23485	39755	4
71808	94297	1
33792	44167	1
43141	70796	1
37307	46614	1
2091	20927	8
73444	74872	2
18015	9180	1
10596	17973	5
67388	71753	1
52283	61314	1
20591	30053	2
1345	9935	1
84252	86741	4
24416	38168	15
14547	3101	1
76718	79876	1
21548	9097	34
1399	5478	11
80076	80567	1
35597	40691	1
37736	63035	4
13902	18397	41
64247	7348	1
3688	3689	102
2569	2570	25
30610	44481	1
21829	64198	2
83902	87669	2
31768	7103	4
28908	91208	2
11630	15006	1
21117	3532	1
17249	35698	9
95067	95626	2
45496	60100	9
13915	42553	7
20874	55643	1
53128	53861	4
13455	13456	8
57134	79249	1
10436	33762	1
89293	89294	9
3336	4505	1
39238	39239	5
20945	34349	1
4445	59006	1
66788	90276	3
89123	89912	3
28383	63289	1
66720	66721	3
70308	981	1
1063	38398	1
90069	91463	1
1931	4819	1
12193	29366	3
15374	25860	1
56890	60126	5
3067	48632	4
15456	25962	1
264	2752	3
24785	3094	41
34751	4000	12
95084	95318	1
30141	54300	1
21290	4559	6
28441	44957	4
1635	797	57
15092	5585	2
84801	86929	1
32634	42966	3
26988	7460	1
19296	43193	10
53918	53963	1
18249	2298	2
86096	87923	3
37445	54836	1
30706	49820	4
59157	69039	8
30214	30215	3
88496	92579	1
14565	35269	6
42271	42272	2
15574	38034	4
14321	72743	2
15242	15981	16
18213	22547	12
76410	85320	4
47639	64605	6
10102	44126	2
15838	42563	6
11631	18389	133
10629	11784	25
5960	64243	8
20488	2577	2
13506	3445	7
15126	480	2
37167	9547	8
46125	5653	1
24612	52322	4
13757	3930	2
20194	20195	18
32808	35068	7
71106	82295	2
2434	52187	2
2901	35159	4
75337	75455	3
14948	41843	9
76604	84270	1
5175	7355	94
37462	43152	16
52455	5631	59
25835	9580	4
16671	41100	9
26578	29439	7
15886	4082	24
31655	62980	1
27282	5534	9
27104	5473	11
11092	4962	25
13097	36108	1
73663	76406	1
16874	53067	4
44977	58563	22
17747	36330	1
12752	57261	1
24642	36690	1
66173	67143	2
10593	1723	15
75091	75598	2
59116	63626	6
15807	51180	6
38078	48206	56
17534	31469	15
40314	4753	2
26488	64668	4
18472	41999	24
4560	6438	17
34375	39586	7
10968	38735	25
260	8208	14
75408	76780	1
2713	4331	64
127	5351	5
67988	89417	1
73471	79463	2
26620	55932	1
36418	51100	73
35423	4323	3
27811	9871	22
71815	84151	1
2800	34538	8
33559	52517	3
10943	12727	6
19821	2751	6
60491	64974	4
30379	33023	8
11395	8789	9
47882	61166	53
24307	38388	75
14354	21060	2
17264	7965	1
15612	3830	6
14346	562	1
13542	14392	7
22357	55108	1
16735	38257	1
22414	25865	5
14869	3190	8
2907	8663	22
1194	563	2
37739	9468	12
24721	8714	3
51693	58588	6
35708	40458	50
16370	25347	1
45967	59608	3
4562	52990	3
65592	65980	1
78782	82641	3
2609	31912	1
62121	65570	31
11279	44607	15
49008	63883	1
28937	38581	10
83750	86601	1
15639	15640	8
35478	83141	3
51689	629	1
22388	4718	4
25243	3889	5
1414	18890	38
28267	30331	1
9521	9776	26
12772	12773	9
63053	66016	1
65793	70750	2
20488	5107	23
22807	5022	1
56346	72554	1
25320	65296	1
21907	21909	6
2781	2879	11
3809	38311	8
39325	57932	5
14354	19874	3
24437	54215	1
2210	4659	5
1731	22701	2
3353	3354	6
19740	21887	14
33669	48509	3
28520	42473	7
17126	48165	11
10227	36840	3
91712	92869	1
33643	37918	1
79229	84436	2
1055	8075	5
10951	25873	6
5380	8976	5
63033	65725	2
66466	79816	1
12268	49663	3
6999	8083	1
33464	61474	1
15649	28105	158
15778	9366	9
6682	91465	1
31491	64941	3
14700	2272	21
2021	2548	10
41738	446	2
48309	49441	3
21403	35064	2
24086	76668	2
49351	50288	1
14042	6467	14
64751	68632	1
36347	37949	1
1262	9261	43
52908	66248	2
26538	39528	5
91512	94677	4
79172	80060	2
87004	88093	1
16568	32620	7
24505	36910	2
57574	63817	1
4069	4070	1
47606	9581	3
32409	5290	15
1220	1221	18
23230	23231	1
52416	8335	4
17525	25538	12
12695	35632	1
44617	63135	6
39585	53328	4
24622	40696	16
11580	18219	78
12223	7722	7
51016	65298	24
15659	23268	9
5725	5726	7
15259	45725	3
12784	21702	95
35529	62242	1
3331	9097	1
23652	26542	4
3076	717	11
38079	66116	1
1270	31630	7
7140	812	25
11178	16804	13
12679	2134	27
78161	85102	3
35326	42604	33
53586	55768	2
24462	24463	9
22618	956	1
15035	4861	3
14218	22035	33
3177	6603	11
27300	62479	1
24679	8143	5
30279	58699	5
34862	35761	5
1041	9220	36
11482	21573	15
3665	72578	5
2867	4546	4
31151	38778	1
35971	59649	1
177	7171	64
25530	41128	15
4246	5704	2
36595	43902	5
15080	65568	1
23412	29737	1
22369	43543	2
1089	60982	2
11648	12502	4
28824	29890	3
25494	30597	5
26257	4371	9
56469	59330	1
69493	71819	3
