scaffold1	scaffold2	connections
27240	31122	8
89306	92949	1
64210	80771	1
89321	95037	2
27593	51531	10
46415	46416	1
12445	8347	7
31537	35525	3
94013	96292	2
90040	91276	4
28649	30145	1
72519	76223	3
20881	67581	6
72500	72501	5
35450	39351	12
44115	45656	4
17222	49925	3
14030	25618	6
27567	47242	4
20549	20550	14
12419	8731	3
18356	63381	4
40174	53911	1
90191	91683	2
56530	65446	3
27568	42019	7
24388	4488	1
11460	17605	3
12802	14006	5
22868	47853	116
24617	46597	3
51553	6922	3
32163	53355	4
2526	9431	100
32933	62854	1
16349	36756	5
14263	8479	25
2687	2688	40
81534	84633	2
15486	19785	1
89021	95319	3
11408	5891	5
21114	23677	16
29099	35689	1
23996	33166	76
12204	56744	6
21522	32362	6
26036	3402	2
33001	41283	5
70604	71891	3
62595	63758	3
40161	61036	1
45719	89686	2
6020	6021	6
27470	3725	19
41972	63580	2
15049	9951	1
22045	62491	11
5812	74327	2
17721	60046	1
30704	5012	1
47244	51657	1
19033	7351	1
1366	30877	2
85279	87683	4
76873	80769	4
45947	6226	1
4509	5114	1
46500	47823	7
13919	15158	2
24911	46761	1
26541	44584	1
10018	19107	1
11376	17483	22
53815	66665	2
33759	42043	1
75547	84083	2
2793	2794	1
2455	32352	11
34671	42324	1
13320	3352	1
11281	15981	23
25193	25194	6
54770	58115	1
35144	47443	6
63056	71104	1
25706	63146	1
1623	3301	1
16236	39333	3
95547	96270	1
7369	7844	41
75668	85882	1
60217	77760	4
19795	3830	1
14235	9250	7
45992	74165	2
14466	58809	1
27045	5497	16
1752	34806	2
15826	39377	4
14927	45357	1
2202	28538	7
9632	9673	9
44045	49925	2
31092	39488	7
41779	8714	7
51548	61382	1
22797	5406	102
12752	76914	1
17447	34247	4
156	29576	82
50301	83413	1
3546	9758	2
53200	58784	190
11224	49819	1
88745	89961	4
45469	60937	1
61981	88869	5
1404	3794	7
3276	4877	66
18501	4066	4
78818	78819	1
77113	78846	2
22956	27479	13
2369	29985	2
54908	66857	1
35156	8689	8
69757	72819	2
17139	3017	1
95737	96167	2
10217	45766	2
12819	17238	8
19744	35836	212
1960	3718	49
30064	7269	3
14469	6299	2
66875	88887	2
77008	81830	2
22811	6698	2
31849	36194	9
14410	9494	4
11747	29952	2
44958	96379	2
13432	22975	3
18610	47215	9
12484	37636	6
17541	474	11
28562	62813	1
52420	55383	3
33381	38535	3
91592	94137	2
25463	4443	7
26873	87086	3
14377	23716	2
13324	30887	1
90207	93850	1
93263	96239	1
40896	45513	5
19570	24083	1
12699	38431	2
16332	46040	6
81248	83284	2
91862	91866	2
23240	67217	89
22257	54984	1
10325	10358	12
67810	76080	3
535	9981	25
92495	92638	2
71254	84849	1
68301	71439	2
31527	641	1
10768	30957	4
7947	8324	65
37961	48422	6
30669	30670	6
36036	46736	10
32420	36307	1
23690	8785	67
74157	80734	1
28333	7661	1
14852	3749	28
33435	58515	12
15024	3267	40
78690	87453	4
64071	70882	3
38277	57858	3
4175	617	35
1750	26087	7
93304	93486	1
42218	95464	1
69268	89783	2
59792	66718	4
15701	34311	3
4039	5321	31
35170	47417	2
17334	17335	6
12097	16217	57
48106	48107	2
16633	21392	1
14070	17417	8
69624	74971	3
16015	16016	24
23793	34681	15
27934	7314	2
202	3188	35
28044	5609	68
89319	91535	2
89357	91431	1
61800	69866	2
22697	69400	1
20894	72761	1
16395	17315	2
11023	38143	2
19731	31582	12
34377	42530	1
14701	58103	1
61066	64336	7
44196	8982	5
47933	71668	2
44594	5921	5
4699	5562	2
22104	42805	10
4809	63504	2
12207	9466	2
26526	7663	2
16038	929	5
20323	40528	17
10431	13070	19
23915	5700	2
15428	58116	1
26960	43961	2
24023	24024	1
25408	29749	4
76515	83702	2
8195	8196	17
18381	44339	1
14272	18149	11
61963	6682	2
29275	33200	1
17211	22179	2
42912	8302	102
19570	26433	2
11644	295	11
89366	96930	1
14846	2554	59
22499	24085	15
10301	33101	7
29367	9557	7
38599	49974	8
16045	39718	5
34689	992	5
14390	46803	1
2787	3156	23
81299	85892	4
18228	6392	4
21838	43682	2
19201	23858	1
1038	2369	59
3200	7420	16
17678	54722	4
14639	30231	6
29807	56999	17
28776	34692	4
17204	4742	6
13754	16122	128
48	797	3
58076	79513	1
24010	37236	1
25905	5269	24
7478	7835	2
29991	38322	7
21426	24889	15
26611	39995	3
19821	2094	1
17811	47851	2
17272	24956	3
25868	60428	1
11170	15770	5
3175	45367	16
8913	9688	12
44617	62595	1
11175	26386	5
45333	64649	1
11170	22116	7
45966	52984	1
1219	14214	10
21663	23369	5
5602	6690	10
52304	7733	12
14042	28427	9
27729	32162	3
31148	35809	10
12912	52801	1
13058	5048	2
21704	35874	9
43936	63844	1
41194	63211	1
86494	89429	2
23320	5820	7
11092	13355	16
88686	89344	1
25712	51135	13
30200	47591	5
50346	52513	1
10928	12101	8
36170	7319	24
50624	65131	2
3321	37002	3
30636	3358	81
23026	7793	11
25644	2721	2
68503	76285	1
22179	46949	52
1797	2440	7
15346	22062	2
21397	35252	2
18715	58420	11
11576	3273	11
73553	75135	12
2867	5693	61
31115	31225	1
39864	53057	10
18699	434	8
20120	42118	4
91998	95432	1
28452	8610	1
43239	4928	6
34814	48240	3
7868	8092	1
70509	74529	1
23204	27029	5
35682	4005	5
13499	38481	10
32236	9700	17
5992	6601	40
20924	4455	71
24380	31764	3
32749	8963	3
12052	42247	8
21581	22320	5
46928	63506	1
27593	36910	11
30954	60147	4
16868	51219	5
32164	44957	22
12649	42582	1
66121	9222	1
31406	45282	5
24541	40964	1
63046	68165	2
22561	25139	1
16308	7294	1
1225	23169	4
47136	54628	3
91707	94518	1
14711	69880	1
32330	53696	10
60614	63481	6
91193	92062	1
58720	59921	18
37911	47079	6
24936	8052	6
30923	59647	6
51135	56865	17
24700	55904	15
1909	3339	3
61972	89180	1
16753	16754	8
11363	801	2
3471	3924	14
75710	82182	2
17979	17980	7
19957	34601	1
76760	81453	2
73077	84767	1
68479	68525	3
58772	63627	2
22281	2569	9
5382	5653	1
62319	67986	14
10870	11231	3
16747	3145	42
50526	66726	1
55498	57267	1
44785	45293	1
18131	54947	8
10292	13611	15
21544	6820	1
1047	35159	4
14376	25349	1
17115	37606	1
17070	19020	12
10902	32258	1
47563	54961	3
8252	8253	11
44244	49738	11
20364	7831	6
29906	38188	3
16500	4428	1
1332	43671	1
46976	8426	7
25544	61554	1
18539	24657	18
13216	4390	109
45795	57397	5
10950	16604	17
21894	64520	1
46989	49229	5
13016	9681	2
16434	7119	2
16509	41456	1
25560	8142	6
66928	71335	3
39594	59899	1
20624	20625	5
14166	26151	37
89073	89780	2
29497	42598	13
13219	34737	6
40487	55540	4
75187	80175	2
17681	17682	1
57928	8029	1
61152	63760	1
15260	39927	1
15238	39843	1
39159	53133	6
55855	64356	24
12060	40674	5
16237	35883	2
22001	8556	5
15215	17337	16
74601	75932	2
22697	78205	4
56404	67052	2
40698	65060	1
22113	45711	8
8562	86990	3
18964	44876	13
20335	4434	27
42952	47394	4
14870	23108	2
10815	6096	27
27581	46565	1
81815	89547	1
39291	9515	28
11960	51188	4
18924	43611	6
79863	87244	4
75163	85503	1
19755	60442	1
90585	96921	2
2507	29406	7
13520	7203	3
1230	5413	47
36266	53434	9
13248	47128	2
2271	4845	7
31599	33072	53
83944	88012	1
14059	19592	82
31527	8426	1
19361	46814	2
14800	38949	80
19351	4434	1
38161	47293	38
2161	6762	8
5111	7030	2
41286	62797	19
14775	3803	1
75321	75322	4
15785	7574	2
20918	50910	74
32195	43157	3
12412	42368	12
10558	2628	2
12934	49266	5
14269	166	4
14427	31104	1
38119	48630	4
35446	45603	9
65252	93843	2
2020	7190	1
2590	55970	1
54909	7623	3
75182	76046	6
16527	23468	19
10796	56311	3
12142	860	28
49790	62092	31
2015	2025	4
27159	40265	3
13574	13575	3
2664	3707	1
186	3792	3
36034	42428	3
72666	85727	3
4733	57093	1
13471	62703	3
5111	5562	5
11523	20009	41
28221	74414	1
48427	63903	1
36322	42869	4
78574	91706	3
29338	8287	1
11873	1505	1
21060	28599	5
14763	19872	6
52826	60464	1
15786	6557	1
77029	83608	1
21574	2482	1
28312	66791	1
46530	52788	7
13406	18593	86
21060	24456	3
25640	32826	12
14956	2612	48
20269	36747	1
13320	9134	1
19028	8228	1
19733	49787	22
15670	8889	48
26283	32089	14
17547	50855	5
87834	93578	1
33491	61730	4
4912	4913	13
14998	18446	5
17644	4072	4
22323	39049	1
23634	2449	10
1074	13128	13
34492	90036	4
54691	67024	5
55442	9870	3
44183	44184	5
1283	9019	1
2765	43442	1
19754	19819	188
24872	33993	1
70138	76406	1
41167	45004	1
17374	3249	23
4739	9433	12
19458	5318	5
16434	20471	5
2097	3415	2
84277	88370	3
51549	58376	8
38345	42433	2
2430	25011	2
44600	44601	7
84345	89494	1
1122	29072	5
23666	42138	2
52725	64964	3
20531	47526	46
18480	18481	10
86229	87871	1
13453	36386	6
14900	17806	6
21800	3957	2
20478	20479	12
22525	46354	4
51728	8555	8
3510	3546	1
24694	5121	41
78745	82765	2
18660	42996	2
24094	9475	4
16816	39503	7
33966	33967	97
80120	81672	3
46457	90562	6
12810	8796	47
10826	22871	2
53683	55464	4
12138	28286	8
55279	87995	1
18926	8186	21
23389	63346	55
24487	41525	1
20938	41227	1
81385	84287	2
33474	47165	9
46290	49421	1
42157	7474	160
13884	56685	2
66620	66621	5
57143	57189	1
29445	42147	5
81060	90813	2
21686	23610	1
94553	96646	3
13485	18865	3
10150	14999	7
72219	72337	4
20188	60658	72
14107	44108	1
15363	31088	1
34915	35026	1
88775	90420	1
26581	53050	5
1395	23430	2
26128	7771	3
15528	62418	8
31223	35993	4
29558	29559	4
51230	61203	1
71720	81066	1
39736	61802	1
34446	44300	2
39667	8802	3
24542	24543	3
6822	7663	1
26207	43846	7
16881	22251	1
262	88394	1
39924	6070	12
18891	67416	1
6803	7950	3
72564	73564	1
4676	718	6
10821	10822	4
28679	7899	16
47991	77164	1
14622	22175	19
6288	6289	10
3108	497	7
36213	50448	3
17626	42406	1
28162	41150	3
12235	4963	4
7556	9009	17
88740	94295	2
77436	88044	1
1074	5208	24
19928	6683	1
35626	6480	13
13853	9837	18
71203	83520	1
14031	14109	17
10645	11703	10
16150	63758	3
23683	49350	4
5497	9111	30
47842	62755	61
30163	43473	1
13909	744	1
29131	59524	4
6026	9736	20
35027	52859	4
10932	11062	1
4009	9095	1
32416	7325	21
50326	57296	1
34720	49790	3
31987	31988	2
30453	3440	12
916	917	21
4451	6403	5
32932	8671	7
13643	48685	46
63321	74197	3
34895	57656	8
32109	63747	1
89981	90016	2
42505	62351	1
16406	8966	4
6504	9643	15
32704	64123	67
2726	45089	6
718	7385	3
46545	60058	8
42364	60455	41
80499	80500	3
18465	6480	10
29961	3377	6
20940	42494	4
80375	89078	2
78230	84281	2
37985	42832	5
81965	82439	2
20608	7267	16
65509	70219	1
22143	34751	137
72748	74190	4
1157	6556	22
50440	58291	2
49322	49555	7
67989	89298	1
12011	60822	1
12928	21828	41
50370	70408	2
50198	69507	1
54527	61188	3
65119	79545	1
14235	18775	77
20782	37039	2
15570	72114	56
14982	47427	1
11377	30564	17
21118	40738	11
11007	13669	1
44862	45759	12
12297	4604	41
42139	42140	9
10928	27329	7
58126	65749	1
12066	6355	1
1074	989	33
22571	39475	7
65660	71522	1
3324	3325	42
25716	42228	56
45380	8137	8
12430	50165	1
64657	8559	1
11770	13146	42
24313	39644	2
21329	40383	2
26112	5893	1
32826	32828	7
45205	50064	9
36720	52973	2
30290	30291	12
11968	7029	4
1050	48716	9
19843	20345	5
15887	48813	1
73681	85925	10
86898	91256	3
21505	41417	4
5571	6806	12
70140	75050	2
10316	43873	6
52716	58412	1
14396	26506	4
23464	23465	9
70234	86132	2
51541	63330	1
64369	72752	3
27851	34247	2
21557	29032	2
66470	71074	1
38875	44766	104
37727	5736	3
1074	1078	19
14744	7571	3
11301	3352	3
21158	9872	3
59530	60367	6
22944	43376	11
15146	9217	28
60663	60664	9
70427	96034	2
54404	8672	1
19073	2431	9
13260	66061	9
36487	47232	11
2211	2259	75
30982	8507	2
2185	9644	1
48674	88330	2
15573	250	3
31871	35588	1
13678	5653	6
83553	86953	1
28070	33234	7
87298	92785	4
13865	42412	7
16323	56335	3
19271	48224	13
19890	19891	16
1933	7832	37
8807	8808	21
30851	8711	1
1792	53374	1
41259	56327	4
18828	36795	1
40949	9482	2
2119	588	6
36468	47363	1
14498	15195	5
77374	78167	1
2549	52054	1
38573	42406	8
12063	463	8
33258	57823	3
14374	8114	6
14908	927	2
335	8135	10
15515	35510	5
16705	25447	2
22803	24954	1
17463	23547	2
44312	63462	3
16718	28291	2
7375	7787	37
26970	29727	7
31790	90849	1
69171	77419	2
35640	7440	1
13423	2316	9
89517	89964	1
33242	4363	2
11397	27555	3
63196	66278	2
56087	59420	2
41042	41043	6
18328	2213	21
20602	29560	8
20490	3803	1
1239	17210	1
20719	46731	16
3325	35154	1
22345	25152	1
1916	44185	1
28425	8921	81
25477	49720	2
15661	45908	8
18311	18312	13
27604	39557	41
25665	63131	1
15328	44242	4
13452	9986	1
477	867	7
52081	8083	2
51840	70405	2
47810	49546	8
32704	39678	19
34691	36838	1
3916	61391	31
27410	58932	1
32770	53572	6
61275	64875	2
24083	24679	2
10018	2842	12
65572	97203	1
19058	84944	1
6002	6003	7
94375	94828	2
12404	2295	21
53588	696	3
4148	4926	4
11866	20264	1
21412	28379	2
30239	65606	1
52945	53091	1
72013	74606	3
10091	31627	5
32896	5562	1
24005	28161	2
28556	4829	1
22488	40333	10
23028	4414	110
11869	26330	3
82798	86032	2
58512	58513	1
38539	57112	3
22135	48697	5
394	394	68
17447	20364	12
81269	81281	2
38223	38224	13
66969	72368	1
25266	57366	5
24084	31412	1
70711	74434	1
19924	19925	14
73942	76942	2
64638	75164	1
12062	25948	1
37566	5226	3
68303	68304	3
3352	61020	9
30711	3584	16
30329	50257	1
31632	449	3
16212	718	1
2878	7277	15
27051	50089	1
26152	39382	2
8819	995	11
70960	88851	1
14861	24214	5
12606	13131	14
40382	8748	1
12500	48781	1
21060	4753	1
17697	40837	1
13140	20087	26
16776	32502	34
2804	2821	35
67381	70659	2
14489	4573	3
65397	65398	3
22609	22637	5
37242	46030	1
94390	94568	1
45525	66155	1
17677	24281	34
12540	86959	4
49056	5699	80
39254	43388	1
13260	2671	15
35415	6475	6
40943	82988	1
16590	21344	3
2404	564	17
20120	25977	8
86908	87165	1
2218	8436	5
39940	6197	1
25309	26725	2
23942	60342	2
14412	19167	1
14215	3436	2
91421	94801	1
14090	4929	2
71920	75283	1
10984	8529	27
76308	86002	1
18210	9412	75
63253	65087	1
21888	3220	22
18467	9040	5
30584	62201	4
26762	9424	18
38300	64212	4
54178	6255	4
91068	93625	1
53804	61744	1
13355	4962	6
2712	7671	7
11379	13025	1
63812	64596	6
59738	59739	1
41819	57848	8
10308	2571	1
10045	2253	20
13791	30972	9
25472	36334	5
86479	89410	1
81750	86400	16
37779	37997	7
13461	13462	12
1063	16848	1
85746	86295	2
81420	84977	1
42482	49536	1
24752	7838	7
69753	76489	2
14452	6127	4
19706	7996	29
21042	364	1
30684	37444	126
83507	85369	2
10502	7886	14
10418	3476	6
13303	38690	1
17852	3444	3
73150	80312	1
35670	52960	9
2247	43975	10
11672	12220	1
11672	16979	1
39232	49150	1
33581	37321	8
3424	893	1
65488	84329	2
16809	6477	46
4131	9634	1
86797	86800	1
29451	39181	3
12375	2867	9
12845	42980	2
35444	35445	1
26057	32315	2
44358	53176	1
75127	75339	6
11058	11059	63
82472	85669	1
17411	59401	1
27911	3443	3
50272	56653	3
1515	3853	9
20693	8416	40
19326	44814	2
12743	19570	9
23084	9784	14
34396	36482	117
65555	75052	3
39231	85876	4
39184	61970	1
3778	45206	5
23108	54018	1
35005	50878	14
50220	63121	1
19964	3713	9
10959	12237	12
18573	18574	5
1395	22038	3
23631	9046	14
11548	3867	14
28688	47462	4
14247	18281	21
94561	96073	1
25968	3527	20
23984	7118	15
35597	4283	3
43471	69073	1
30055	46808	4
25590	63750	6
50832	849	33
74141	81108	2
15733	28504	8
15949	6922	49
13058	7194	1
28793	41910	3
64691	65366	5
57795	57796	2
24702	34699	1
73147	82098	1
59518	61427	1
22271	48423	111
11409	413	6
38308	53090	11
73171	74341	1
356	442	1
18688	40745	16
25623	33489	5
49264	64374	1
19689	57288	13
18247	51432	1
28695	63588	4
12740	3786	12
89340	92815	1
55320	55321	3
2595	311	18
21374	3216	34
59133	63177	3
17482	30071	161
60997	70104	2
27242	45865	1
28948	39017	1
55428	70449	1
28599	6999	1
46461	52526	3
18833	39309	3
18079	3393	6
49508	51228	2
36851	49275	1
19958	19959	6
49510	49511	1
50020	57428	1
18379	18380	12
63597	983	1
22893	46529	7
43418	70816	1
53737	5449	3
25663	4099	3
71916	74605	2
48518	59350	4
4863	5421	46
76612	80846	3
42273	50861	3
29080	47739	27
16504	16505	78
27963	28670	64
16943	18395	11
27335	27336	6
78664	86358	3
54170	84036	1
22514	22515	2
1641	5678	8
83670	83813	3
10481	61211	5
10244	994	6
91028	92069	2
13528	35107	1
76832	80923	2
48369	58592	1
14687	1752	49
1448	7399	1
17724	34575	1
20922	3611	2
57472	65225	4
23995	38186	5
47364	54257	4
10851	29897	10
10289	47475	7
25948	26254	13
84185	86529	3
30288	53722	1
33200	34307	43
72454	78018	2
45891	46047	1
24376	41381	14
14727	6554	7
34687	42400	6
10175	3308	21
35994	7520	3
75419	77499	2
46036	5349	3
29072	51541	1
37606	42043	1
73900	78532	1
64252	70771	3
15456	26986	2
13735	36208	8
74003	77176	2
10654	30704	1
24017	35208	21
72038	86196	1
16734	29543	1
1474	38650	14
65251	68134	1
44918	55274	7
24071	24072	1
15457	15458	7
70685	78021	1
18008	35901	1
62636	8495	4
31622	7195	2
42396	47136	1
27885	5691	4
12450	21386	5
76245	82105	3
88674	89095	5
17167	38760	6
10723	18781	12
46916	68472	1
28911	55969	5
16685	50677	101
78832	94838	3
27165	5197	39
82774	83773	2
40269	61405	10
61918	9243	13
21027	59142	5
27490	32216	42
25641	74551	2
28981	57546	1
20919	50853	3
30952	45388	8
65712	80399	1
42786	48309	3
75213	79696	1
3832	681	1
4708	9255	14
84232	92221	1
15103	15104	9
73517	74803	3
18110	27352	6
5957	8860	2
15572	29631	1
16554	17357	4
58646	73347	3
57611	64690	1
26592	32390	10
22267	3578	1
34409	4926	4
30583	38443	1
30413	4518	3
6549	765	39
25783	37716	3
161	19394	12
13400	5585	1
48448	58017	1
12004	12005	12
13183	18371	21
37642	55128	7
59661	61397	8
33748	34302	10
23327	8084	1
2222	30151	1
10306	31644	3
2180	3437	55
10953	69684	10
16136	42691	24
55112	57950	1
28621	32962	2
46083	46084	1
20521	24222	1
18804	45377	4
11106	14619	2
3966	4949	54
16040	34936	2
55326	73316	1
90711	93792	1
43803	57268	1
43559	53506	5
10298	5193	6
11018	40554	6
16297	5929	14
2109	9877	5
25860	5111	1
15910	16383	7
30651	52005	2
68448	85510	2
100	233	15
91216	93540	1
39098	8367	99
528	8316	1
57908	71775	4
11701	21652	17
23388	38065	2
59021	97068	1
23094	3567	3
82511	87153	1
49677	49678	1
76124	79754	1
12138	46123	2
3168	40354	10
23526	25135	5
17905	26667	1
2270	9872	1
15301	43622	1
16197	9026	14
47946	7754	1
13234	39639	3
76778	80708	1
7719	7720	141
11445	16534	10
37764	9412	57
7079	7080	4
17026	17027	1
15544	21844	3
46973	58196	3
31627	34681	20
91781	93204	1
24534	72539	1
33707	52638	11
15541	45972	1
20254	2155	12
12034	3510	2
37585	6809	9
28506	30988	1
79482	82328	3
59437	8576	4
16244	18088	5
4341	6967	34
23224	48953	11
21798	32524	6
30521	39798	1
31819	55410	1
37323	56276	4
67827	68317	1
61563	63140	1
27423	56298	9
11782	30188	5
12446	12494	1
4871	9929	2
48298	69767	1
31758	58766	1
25533	27754	17
91338	92199	1
85764	89942	1
70904	75433	1
14210	4522	12
1775	19148	5
14359	14490	13
91241	91329	2
26315	26387	4
30645	3587	7
17432	66837	1
27246	35333	19
91143	91147	1
11636	8852	2
16770	50909	1
3202	40436	7
2679	746	15
5018	680	36
30521	51962	1
16689	16905	2
13828	28130	3
33927	62161	94
31555	52627	8
90068	90894	2
11442	22793	8
54075	68109	2
11938	5111	5
55045	57503	8
17059	50021	4
31830	35418	3
18180	20712	24
13928	6422	3
50646	9442	5
16498	37337	10
12805	584	1
28129	30034	6
1786	8842	26
20024	37657	4
1009	28223	1
19809	53460	2
18375	8711	9
45878	63363	2
6884	90022	1
50776	7043	2
57073	62847	2
10100	17689	8
55603	56634	3
23454	45217	2
21001	32704	49
14160	24495	1
8674	8675	6
20527	7664	9
16156	42921	3
207	4190	14
64781	71790	2
81470	81471	1
62310	75587	5
39160	50122	5
40892	63438	78
11354	4946	1
16630	20398	6
83952	86378	1
13244	6520	11
50602	64510	4
10567	45709	5
12098	651	1
15859	44943	2
21578	2496	4
76332	7749	22
11300	6667	12
74639	83172	2
31474	56818	2
20418	8891	1
8443	9853	2
67151	89819	2
75485	82013	2
5325	5325	54
28030	3375	7
79367	82311	2
45950	53170	3
20528	7273	9
32704	66016	7
51313	59046	4
10634	7616	24
11665	51301	2
20000	26119	45
61518	61519	4
835	836	6
6120	7638	8
21800	25074	1
35045	37120	3
41748	4377	6
24436	42830	34
67708	76775	5
10255	1182	7
13856	23703	1
23988	26785	1
73364	77397	5
67169	72509	3
13400	4185	1
10713	20665	8
42521	47139	50
14102	53233	1
36462	39364	2
76200	84078	2
39608	73914	3
18954	19329	3
21571	6918	1
76216	76217	1
1516	3854	6
87025	90177	2
25130	30773	7
4644	49787	4
25529	8899	21
80839	89725	1
4318	8509	9
20292	22724	23
4002	59896	4
28230	41399	7
11310	2337	8
34691	56668	1
32428	32704	2
18743	94374	2
13338	35210	1
22969	27748	11
74660	79873	1
31527	64426	1
22036	66123	4
38902	67670	1
11011	51066	6
12125	17511	1
16172	52805	1
73264	74332	1
21504	26916	20
800	9569	14
54647	67325	64
60940	63201	3
20632	35394	2
27846	28852	1
80382	85625	2
72409	73837	2
64439	68674	1
39559	39560	75
10538	2819	10
54893	60657	2
22499	46061	6
53524	61070	1
52486	72337	1
65498	87007	4
3761	7392	2
17798	49549	1
19552	19553	7
2202	5632	21
490	6647	5
266	973	2
11685	6018	1
40564	57460	14
12917	42609	10
14205	26533	2
22868	44495	91
42985	53439	1
57225	78087	1
15518	19603	7
63995	65601	2
29033	53421	9
57052	58704	4
47540	90494	4
15861	53670	1
26484	49438	2
10569	89341	3
24797	36666	1
25904	5267	27
30286	51811	5
33905	33906	7
39044	47340	1
12152	4356	14
1297	855	9
44371	59973	5
10230	2881	6
18168	43698	1
3525	48859	1
28264	44866	4
29044	71689	1
16782	4988	8
11805	11806	1
68499	92338	5
30529	57681	1
7467	8470	16
10368	16403	37
27770	67907	4
1613	2461	4
16054	37548	1
2664	8002	1
37507	64188	2
1722	4408	19
16973	33647	5
25019	37431	2
21434	28822	7
21312	41524	1
15940	728	12
39477	41700	24
28533	39818	5
29899	50535	4
27358	927	23
36090	42506	1
10554	19570	1
12272	9965	25
1400	16514	31
1161	9366	10
50448	50449	3
74229	88391	3
77800	93632	1
30732	4263	2
27134	97217	6
11951	24996	29
16145	24459	1
14537	8540	7
22199	51135	10
26174	26175	2
23129	9326	2
3681	9263	84
90179	92196	2
40259	48257	7
73182	76469	1
6113	6113	107
35802	36605	1
22277	7147	3
18994	3961	1
2402	2403	18
39694	528	1
25079	26734	4
5654	7629	1
5753	5754	80
13400	37705	1
19057	58105	7
14281	88984	3
46652	51765	1
28942	5829	1
18603	9174	1
699	792	10
15363	17252	1
4280	9255	2
26372	26373	16
3316	9837	8
11680	1338	6
26579	31904	4
4246	9642	9
21920	70567	1
2717	4910	17
10516	62127	2
50511	55225	7
12247	17960	6
39108	59128	5
17578	47144	3
63620	72020	3
15493	19263	8
86214	93748	4
70374	89370	1
3122	5701	3
21318	24205	24
10147	66947	1
11236	13143	1
10395	31211	9
26353	31368	4
50843	63863	3
1551	58853	4
75689	81280	1
56716	67525	9
45292	47215	1
32258	56918	14
13885	23658	1
1363	837	17
59558	60577	2
66320	97261	11
47725	62118	5
14952	22568	4
89295	90255	3
49791	49792	2
20299	38416	1
49415	8972	5
74154	76562	1
42151	48356	8
49499	68901	2
24515	2771	1
17003	77116	2
5111	718	8
49606	50283	1
22415	48708	2
33135	7280	49
17821	23970	2
54612	65031	3
35324	62897	2
12431	57148	4
91953	96220	2
65458	65459	1
6922	8667	5
31725	59471	2
87891	96941	1
27092	8661	86
14143	61250	1
18850	36425	27
32678	36149	15
13601	46701	11
10300	18366	7
18279	1852	25
22077	39639	1
22837	8504	5
10308	5653	1
91298	91460	2
4309	7765	8
66072	75674	1
34720	4487	17
23102	59423	2
49392	7013	1
24576	36106	4
11325	27874	2
6789	9761	32
17266	17267	7
12340	49867	2
83383	84304	1
12175	22750	6
1704	7207	11
12199	1307	1
14588	16258	1
41725	9806	147
14867	53176	1
28357	38568	1
15493	15494	10
11548	16311	12
22596	72186	6
5654	718	2
54305	5956	6
76165	91602	3
24104	37941	12
29655	3723	29
8637	9843	9
80833	88222	3
10308	15125	3
10808	54538	1
56900	56900	21
28466	46353	1
42687	4955	7
24017	31787	16
48495	68136	19
12363	4641	4
90889	93989	1
42521	59501	3
19169	34932	3
55248	94762	1
2407	5382	9
27429	43213	1
88282	90295	2
17389	57888	2
91925	92431	2
36069	51144	1
19810	40918	17
35759	44600	3
20955	21060	1
12930	22658	1
17639	27776	15
53660	7441	1
10343	4221	5
51072	51073	9
10701	39447	9
44677	8119	2
27311	64328	1
31892	87927	2
71356	72266	1
27807	61291	1
1890	24996	67
67417	68370	2
35836	35837	2
2529	9755	1
17390	57888	1
10428	4425	1
20415	35498	12
18555	7921	2
5397	7529	11
13810	54835	4
22957	4126	10
29842	41534	1
68527	76742	1
85341	91913	5
62612	9175	2
33995	72300	1
47830	53235	2
19810	2415	25
19640	3217	2
16089	72743	1
27896	59566	1
10769	21869	6
58762	70682	8
42036	66088	4
26930	38400	6
10287	42392	2
17820	26511	5
10637	77719	1
44020	5309	7
66909	71135	1
91166	91843	2
53984	6774	1
39893	39894	8
15575	28448	6
10811	14063	49
21341	4060	9
17851	9273	1
34496	38898	1
64805	84678	5
2472	51255	1
26315	4843	9
81325	85107	2
21799	50708	3
31152	70977	1
51029	53620	1
42022	52670	1
11630	23144	18
52633	68255	1
2097	305	45
36690	8029	1
1191	773	3
41740	46090	13
4285	912	1
72962	76776	3
20031	24467	8
51657	57755	2
1275	18406	1
26300	30900	6
38019	65429	7
45887	51281	8
58045	62796	7
52025	64247	1
57342	78689	1
24655	3845	10
8411	8426	1
32216	39159	55
27351	35300	5
16783	29329	7
4311	7277	71
14204	41918	1
27113	27150	7
28594	4006	14
27113	46832	1
10197	5736	1
14677	19112	1
13128	9569	3
75121	76299	1
15903	16719	3
14095	29609	28
77944	81369	1
330	9277	26
67398	74417	1
16854	3895	3
68127	69431	1
26979	41455	4
3904	3935	27
11514	18361	70
29488	31391	5
10018	7850	5
4027	53693	6
5074	7934	1
11516	4412	167
18683	32958	14
15502	29287	5
16159	46380	3
51536	79399	1
36777	36778	7
15737	55826	4
37149	48976	111
26019	60247	3
16397	26016	1
11237	4920	9
1161	1162	28
37995	52326	7
1046	2570	22
15406	28129	8
68928	73299	1
56367	96558	1
19991	5901	2
41039	58408	5
15422	16511	2
1878	63938	1
91215	91697	1
53320	53321	7
32253	51782	3
57764	62960	4
38639	41201	58
14412	7894	4
15565	22859	89
38653	62797	94
20184	44382	2
11389	6303	6
15152	35750	28
33603	52152	3
79047	79048	2
32305	6011	2
1074	4744	5
15761	2096	3
80570	91238	3
