scaffold1	scaffold2	connections
14438	23469	1
47531	61857	1
9551	9698	1
19910	4348	1
17901	29000	17
14760	22240	1
15150	41743	1
16367	16558	1
14368	43996	1
44301	49064	1
13102	17675	3
15496	8591	12
29528	40990	1
55207	63942	1
18987	25211	8
11438	17618	1
5049	6284	25
22697	55147	2
1114	22714	1
14181	8526	2
23422	49943	4
19677	21348	1
34352	36674	1
15373	36447	2
11530	22401	6
22894	4847	11
1703	656	21
10380	6419	43
10618	4530	1
14180	4667	2
18456	8543	3
1245	49097	10
1304	1831	1
4246	6550	1
34813	48240	1
38309	7903	1
10599	43546	1
2072	35827	1
26273	32583	6
26527	3352	1
11537	18488	10
23880	643	1
2866	5693	29
28681	43594	1
16955	16956	2
37519	49	1
2165	8026	1
28752	9381	5
19112	31769	1
29337	31273	1
14366	4810	2
27655	776	1
50318	50872	1
5261	8889	11
10746	17222	1
8834	989	1
14014	17321	1
6296	9955	1
50059	56155	7
12442	5616	1
1606	1607	26
2686	64292	3
18946	19411	3
1784	825	30
18064	45763	1
11977	40474	1
3856	39452	1
11597	36516	7
26748	51281	3
12349	41739	6
23078	5682	1
25803	552	1
14097	49321	1
30741	9990	2
13082	7048	6
1040	9220	3
12199	15533	1
39856	53751	1
16196	39413	2
22557	29992	2
2220	8566	1
13695	6723	12
19593	3715	1
1452	2762	3
13831	17343	2
16625	29832	2
33489	34711	1
24740	28098	2
65706	65707	1
126	30843	1
42844	4694	1
10689	4914	1
56853	64074	1
5421	6555	25
37944	52499	1
2958	5109	4
28004	31847	1
34022	3622	2
24865	40240	5
30300	38699	1
104	88312	1
18988	21033	3
7487	8960	1
1134	44612	1
30389	38364	7
1404	27737	2
16981	37915	9
37080	40116	2
24500	31813	1
2452	4591	14
11223	2263	1
13878	6640	12
56379	62357	1
12921	33819	2
30517	56995	1
3412	8557	1
32618	48660	2
17488	27840	1
16261	642	6
19682	35687	3
27795	30740	1
23104	5823	1
13893	3519	1
10812	3555	1
18238	34059	1
26779	6820	1
31165	34583	3
15336	15389	9
35336	6278	2
18962	5673	2
16988	29875	12
27932	572	3
46170	61515	1
25382	4789	1
15944	47578	2
14096	15449	1
44661	46153	1
14283	19716	13
11306	15463	8
25722	32830	6
1023	11217	9
11653	31153	1
33710	44987	2
17559	9486	2
9459	975	2
28898	9883	1
4199	5309	2
11488	46452	3
37264	4025	3
10330	16635	4
41258	45015	3
62528	97116	1
10506	61988	1
17134	61072	1
4574	5493	9
40907	45247	1
13385	1761	53
3862	4744	7
11482	5978	2
26330	43290	2
1281	8765	1
5698	58285	1
19399	38005	1
48108	49474	1
27471	51297	1
6058	7632	31
15029	37624	1
21390	28092	8
30758	51558	1
19889	3157	1
3298	3348	101
25800	38937	1
38417	7987	1
4152	8793	22
1133	4722	1
23393	45462	1
16497	39575	1
47103	5031	4
1110	1510	1
33168	64503	3
29397	3121	1
28299	49612	1
36138	81984	1
28699	4535	3
27430	61965	1
43774	48975	1
23230	33416	2
16647	19194	2
11872	718	1
4375	562	26
3416	7725	1
32144	3302	1
1302	19662	5
12658	7957	1
21208	36334	3
12124	2897	2
21869	9608	1
28718	28719	2
4230	8971	4
36088	7455	1
2362	2778	1
25150	9826	23
3483	41434	1
42794	50571	1
28279	4047	2
16463	31377	3
4227	8097	5
44665	62256	1
7680	8033	3
15793	50051	1
1863	1873	3
34105	4150	7
6142	8122	10
1805	1806	18
21281	9197	1
35514	35515	7
233	6976	60
10852	13296	1
25898	30000	2
20102	3423	3
10465	3822	20
29481	37319	3
13507	16246	2
10169	13250	1
21533	3301	1
13802	17385	8
10865	6249	35
23466	29642	3
47048	5911	1
10687	11357	1
32822	33531	1
20187	36044	15
10498	5442	1
49297	49298	2
13401	47516	1
28110	45931	2
43572	7260	2
13669	64885	1
45970	45971	1
31653	83600	1
3870	6933	17
39005	48696	2
862	9750	1
13297	9099	3
21075	6426	1
13357	5987	5
2253	24694	19
14380	34185	2
1377	1671	1
22335	35236	2
11069	1416	1
1625	5316	2
29663	4196	9
14397	38772	2
1466	24837	1
11674	2392	1
31438	45646	1
39207	9077	1
21409	44714	4
17936	21581	2
25482	37028	6
2782	36598	1
16040	30143	1
28105	28228	1
2358	40754	1
1096	25311	1
60303	70527	1
22349	6749	3
56108	7970	2
4927	6979	26
26540	27352	3
3411	3475	1
10927	1728	16
11223	45609	1
38515	9736	2
6303	7797	1
4040	6768	5
19231	30034	1
13251	68564	1
18277	20008	19
16887	21670	1
2614	34476	1
16232	2571	15
32506	7750	1
16694	42077	1
2888	34188	2
28683	34340	1
32174	59350	1
1949	7477	1
45292	45293	2
29609	718	1
51208	59851	2
22464	9933	4
2420	8318	1
49803	49804	1
25309	9879	2
20499	7180	9
2317	3707	1
11410	11510	29
22065	3255	2
13142	15669	1
17700	45614	1
29744	34911	1
1496	632	1
14836	7688	1
6271	7461	1
13442	15093	7
43731	43732	3
5021	9786	1
29210	31270	1
1441	16475	1
22939	8821	2
22520	22946	3
14594	31186	1
14568	1726	1
3935	62667	1
23662	7450	6
30234	52714	1
11985	24017	2
24702	38987	1
10898	18323	1
45906	53912	1
53613	90047	1
46839	59622	1
21052	6636	3
150	23922	10
5544	7886	16
1191	16346	23
12658	18962	1
16416	18703	4
30649	55826	1
12656	13979	2
38816	9997	1
1469	6096	1
11771	11772	9
35331	7884	1
7367	9053	15
19506	50591	1
12715	8670	44
10818	14045	8
3790	4580	1
3221	9386	1
3457	9197	1
12033	26753	1
11767	12230	8
2177	3464	2
19639	20306	6
17482	54491	1
13608	16551	2
16384	6720	1
1604	7296	22
11588	44633	3
13229	50590	2
43680	5277	1
4866	9604	1
8966	9468	3
3349	38539	1
11128	11624	12
13498	14384	1
21337	5466	35
55457	9710	2
11228	15137	3
3546	9286	2
3500	44472	2
2963	4155	1
13237	48997	1
12664	4126	8
11779	36882	1
16298	27457	6
33891	54089	1
39095	39096	5
19965	21932	1
31401	63184	1
34720	44813	2
1067	13585	1
50074	56954	3
27219	38000	7
46376	7037	1
24881	55861	1
2831	46726	1
23563	38670	1
18174	2950	3
1871	5539	3
33505	33506	1
15717	6760	1
1892	38304	1
22661	48278	1
4806	50074	1
20387	6281	4
12575	1283	1
6194	6245	2
18895	57894	1
11196	30913	1
14686	4217	1
19241	32268	3
11667	22566	1
12756	51884	1
11610	7151	7
22017	2341	1
31279	38450	1
20782	63416	1
4492	7296	17
19186	49489	1
43661	4724	2
20910	21948	1
10571	4779	5
12713	52017	1
19423	3347	4
56864	58561	1
51636	54054	1
15794	39813	1
11218	18646	4
27955	50504	2
22924	34619	1
23752	24817	6
16368	39048	3
12776	3145	1
11737	18326	1
15950	5926	1
248	5019	1
16518	23892	1
2053	3011	16
10904	6380	3
13685	4614	1
1218	17588	1
10942	6524	1
18331	28753	11
38859	44773	1
5290	962	41
32324	6698	1
34767	35299	1
12151	22600	1
16113	16114	7
2325	7630	48
6643	6644	1
346	908	1
1746	64581	1
4435	44726	1
10197	37727	1
20443	2210	1
1623	16669	1
11329	33101	1
129	16084	1
10310	4644	1
13299	9687	1
45596	9268	2
22482	64298	1
14158	33126	1
3792	4636	1
3577	9625	29
5483	903	1
11656	685	1
25305	45906	1
44408	48103	2
18969	37580	1
2055	725	1
31733	50710	2
21473	27450	15
28658	35138	4
13352	15219	2
8048	8049	2
10519	11906	43
20032	7629	1
13179	40972	2
13469	25285	1
17185	24667	1
18073	44148	5
27917	6128	1
28240	8978	1
41714	8888	1
29917	43884	6
30715	54177	1
28808	8530	1
25453	29855	1
25995	53876	1
28305	9578	1
19112	41310	1
12017	19635	25
34563	8878	3
24360	55259	2
10294	25583	3
1438	32818	1
13221	2997	7
2739	2740	3
51286	8590	1
21931	4784	6
10836	22057	1
133	46799	2
25158	61755	1
51887	62161	2
1421	16737	10
1720	53	61
12682	17718	4
18749	3190	1
15957	56608	1
36916	48962	1
14179	29964	4
36413	40277	2
13419	24424	1
12582	18393	1
20747	3111	1
27752	39587	1
10495	18171	2
24783	62914	1
39525	52598	1
28620	36804	2
61222	9665	1
55428	6207	2
2960	3732	1
16673	24865	1
10047	8208	1
2191	6323	1
26727	5458	1
28469	3179	1
28081	32315	1
12099	4739	1
15137	15246	6
43707	45066	4
16632	340	1
11338	12199	1
16115	9038	16
16222	5614	3
25947	28024	1
21016	24476	1
12148	16551	20
12043	2919	2
19926	54508	1
24112	25520	1
11586	16360	1
16773	3088	6
11667	33029	1
48083	56947	1
18713	25687	3
1104	5951	22
24701	38565	4
12587	8578	1
18525	59244	2
5437	58355	1
34659	34660	7
1774	1775	78
22659	52776	1
10248	26130	5
10165	2274	1
12140	22600	1
1909	87	2
44072	44073	1
27701	42664	7
27050	9113	8
40086	53598	1
2236	22619	1
17273	8080	6
17193	6579	2
20638	7587	38
26571	7091	1
22896	35476	1
32238	56114	2
16370	51277	1
19582	22429	10
45846	45976	9
1755	2535	6
19258	2523	1
47303	61507	1
53441	56380	1
12827	16288	3
10523	6032	1
33219	33285	2
11000	17555	6
24490	60712	1
22258	52248	1
33373	6135	1
20624	4236	4
36934	9833	3
7174	9482	1
35495	5306	1
24452	27667	21
10194	19918	3
12321	975	5
4454	949	11
49660	50508	1
30599	48685	1
19707	6491	5
26896	7049	2
33574	47393	1
17642	7414	12
16018	23478	9
34	4732	1
13112	19200	1
11523	4927	7
1887	2918	3
11841	2796	2
31678	46909	3
1605	3285	2
15365	32299	1
10825	4672	1
2386	3825	1
2894	74	15
20188	2536	1
15539	9967	9
11838	7929	11
1787	2624	4
25029	44599	1
13350	7870	3
21624	56203	3
23186	33430	3
12254	21159	2
41262	6355	1
5023	5024	1
11099	43617	4
11316	19092	1
5769	81986	1
15149	3504	5
1787	3270	2
45180	47595	1
13366	13367	5
16829	7523	2
20829	5510	2
3042	4590	1
16061	16062	15
29528	8857	14
26329	55784	1
13926	8429	2
49045	7363	13
16468	45519	3
16801	41414	5
2099	30938	1
15397	15873	10
16034	16198	1
1490	8092	1
31221	40726	2
15444	25339	7
15912	3901	3
13051	24193	8
39892	8159	1
10294	12363	1
2673	916	1
31372	6922	1
25186	590	13
12942	7072	7
14200	22530	1
13209	1900	7
20314	6471	4
26759	44459	1
16958	5928	2
12918	13520	1
22863	29128	1
11111	15876	1
20878	747	1
39139	47792	3
20897	26192	18
18368	2140	5
23600	9951	1
24503	3777	2
2914	3411	1
23333	5649	9
22010	22036	2
16205	18136	4
11313	8377	12
24407	36723	1
15654	23785	12
33309	58896	1
36245	45322	1
15797	63046	1
271	37834	1
4325	9081	17
49427	62889	1
14920	31618	3
1905	71906	1
28154	34358	3
11359	18780	3
4561	4562	1
23788	29322	1
17309	44245	1
14671	14672	7
1597	80	7
1721	4919	1
31057	7122	4
18690	2759	2
13001	61765	7
1799	22112	1
12880	62604	1
10385	22920	11
14719	67009	2
265	68344	1
6978	72	7
12765	520	1
1705	1712	27
21095	48713	2
15548	42115	4
16516	7864	5
32058	45900	1
19269	58554	3
54342	55142	3
17913	40384	1
18507	28631	14
15534	5433	1
10898	1401	1
30696	49936	1
2544	42258	1
27465	33554	2
48089	62336	2
22371	4372	12
14258	1936	8
28089	3611	1
18899	50803	1
12191	21048	1
25720	38669	2
1157	41448	1
11884	701	1
20170	37123	1
3385	903	1
33196	52045	1
6592	9013	4
4337	8124	2
19480	36251	3
30947	30948	1
1251	4229	6
25338	31718	10
24089	6731	1
5710	8663	1
34833	3485	1
2144	40068	1
18730	30436	2
12525	6742	1
3563	38170	1
10686	29455	7
10190	10191	5
19013	50285	1
39	46125	1
4421	4423	8
38903	45983	4
28868	7452	4
26082	4547	1
14844	29630	5
31627	9523	3
8653	8654	4
19718	39021	1
17001	1883	4
2796	8946	11
14620	8418	1
31340	31374	1
23038	38301	1
18612	62957	1
49661	51215	1
66245	66246	1
20937	29803	1
2914	9123	1
2595	46424	1
1385	7868	9
10940	1336	1
13581	964	1
2329	6522	36
4099	4100	11
10534	57489	1
16009	53406	3
38865	62446	1
12537	2836	1
4919	5303	1
12214	35526	6
21300	43553	2
30714	30715	1
1452	26128	1
27091	45502	1
10608	12631	1
538	551	1
9505	9506	1
22232	8281	1
18132	8966	1
27904	4891	12
18605	4681	10
12902	937	2
30219	55126	5
5204	6823	9
21838	9857	1
27658	32299	1
27076	68324	1
39463	41812	1
37453	7603	1
14623	7289	2
47097	60457	1
29594	6866	1
10749	5007	1
43050	51513	4
10056	23213	1
11067	8902	1
47282	47472	1
16909	23696	1
18693	6119	1
34414	45306	1
20368	38442	1
21847	24340	2
24280	45539	3
29864	37860	7
1704	3342	4
20287	2606	1
18757	62923	1
4919	52555	1
28424	4960	19
23903	3709	1
32386	3701	4
1322	3469	6
12311	5707	4
14901	32223	1
14004	47126	1
3347	3495	2
47738	56466	1
17755	22780	2
18167	2240	1
517	912	1
32585	51506	1
34618	3946	3
48460	48461	1
65004	7462	1
15454	24233	1
1295	8966	1
42101	44635	2
1546	1887	21
19079	941	1
2864	9871	1
6860	770	35
15629	18905	9
4767	633	2
1096	16403	1
12643	3685	4
32546	36753	3
12255	23937	2
3506	5461	6
1275	376	1
30528	53169	1
63845	74054	1
47054	66615	1
25391	44133	9
19808	3003	2
3063	5884	1
44954	9010	1
1203	727	20
3439	6748	14
4670	55113	1
23227	30860	3
57130	62680	1
39502	58827	1
26982	8318	3
28386	43648	1
12195	1409	1
1496	15948	4
14265	2995	1
1371	28379	1
41186	64442	1
33533	39923	1
12974	7392	12
7061	9079	10
24670	9796	15
52388	57833	1
2290	51747	1
17132	9341	3
19141	5331	5
20010	31483	1
50839	8710	4
11187	23418	2
465	55829	1
1983	8574	1
45407	51240	1
3094	4497	2
22845	43360	4
13198	36702	3
43687	43688	1
22212	38338	2
18825	34223	1
3376	7240	4
63876	70443	1
12138	16351	1
14113	8294	1
53196	81501	1
19969	24015	1
13808	5495	1
25192	38774	1
18670	18671	5
15578	4955	1
8529	8724	13
15251	8310	1
13426	37398	3
2344	31527	1
17373	2037	1
31764	36900	1
24863	24864	2
12324	12325	24
11492	50301	1
27367	5653	1
40829	40830	1
1510	21345	5
15041	35399	1
25245	32158	1
14399	25339	1
2670	55264	1
446	4950	1
14907	225	25
18449	26595	4
8431	8432	9
1601	4741	13
30752	3446	11
23346	24468	4
5034	62455	1
1381	7625	1
19210	32137	3
624	9569	9
13979	42711	1
14256	59666	2
2035	4131	10
14308	27833	1
18133	32378	3
10837	13598	1
19990	21542	2
5654	6050	1
44379	55108	3
23372	27053	1
38337	6220	1
23707	38996	1
32009	8266	12
16615	22423	6
1144	1487	64
12691	15537	20
11998	7750	1
15793	66413	2
1	14058	1
11000	22190	1
18938	5855	5
43142	43919	1
18606	8951	2
13416	51342	1
11909	446	2
15975	20041	4
14649	25427	14
10269	2517	62
25019	7630	1
14410	7291	2
11712	2131	1
29989	38292	2
16145	864	1
29614	45475	2
14565	7731	1
3473	61289	2
3615	5861	1
21449	56424	1
24122	30087	1
14116	14117	3
22675	32889	1
1718	34009	1
12141	6774	2
5514	98	2
65002	7302	1
20848	29756	4
13085	13086	1
45591	7039	1
13	1956	1
10142	6752	1
57676	61711	1
2133	6338	12
21167	25088	6
27053	32980	1
21717	28323	6
1418	53878	1
19607	32143	1
64426	7061	11
42015	53251	2
50085	50086	4
34804	9890	2
5445	5750	9
30659	5623	1
47515	5805	1
12203	3017	3
17124	5058	8
11011	35662	1
1121	13194	8
19740	4223	48
17321	31745	1
29658	30347	6
13400	13986	1
6204	6205	9
25848	34410	1
28846	36701	1
40654	5301	3
3878	4802	14
12715	46028	1
22931	22932	2
16773	8904	1
24592	2516	14
49731	5041	1
20862	39293	9
25904	37626	8
49	7446	1
30887	41731	2
27380	35497	2
24541	5637	4
40042	50561	1
28991	65230	1
12275	5662	1
10914	21141	1
11733	7494	2
24660	28774	1
11773	2063	1
25838	49855	6
37167	9548	1
5925	6660	1
25132	30378	9
49335	7494	1
14146	27210	9
14406	31605	6
34228	57430	1
17227	1819	2
14357	9550	3
42715	43981	1
15762	4048	7
37984	37985	1
3445	38634	4
30577	3697	1
35606	51831	2
1438	1724	1
11751	59	53
23655	56434	2
4829	6477	1
35495	47626	1
2159	4347	1
11573	12197	2
4919	7099	1
17442	25339	7
32892	642	1
5092	6037	9
27640	39512	2
63324	65464	1
20845	20846	1
20972	38415	10
20388	52179	2
11325	24423	2
35819	38871	1
25699	50999	2
65805	65806	1
22711	33579	1
636	9231	9
30324	9949	1
23549	50703	1
10144	42392	2
11328	2481	1
13807	8472	1
12977	39307	9
14563	3009	4
41905	8873	1
33949	64797	2
2593	29472	6
14759	2237	4
11051	71095	1
14879	4517	1
22267	30	21
44027	7324	5
10118	31361	3
37788	54870	2
3449	39114	3
14536	4279	1
3510	4219	8
18678	37491	1
18161	23141	1
10479	13195	11
15788	6496	1
11683	54707	1
2316	928	1
1509	6500	57
36776	5485	1
1924	9762	30
16742	1752	9
26315	44975	1
60184	9639	1
41945	51726	1
3722	3798	1
21514	7171	3
21822	30910	1
359	821	1
3346	3494	1
17816	4533	1
740	7831	1
15893	20764	1
60509	81528	1
31257	46322	3
2974	4148	3
28809	3617	1
6142	6406	2
21337	27816	1
21321	59508	1
11569	15243	20
18884	38841	1
18060	37956	2
6244	8626	1
16624	29832	1
2907	29194	1
32283	34009	3
10584	40679	18
66353	72058	1
1805	61942	1
14055	2901	1
25670	9246	2
42753	8172	1
25995	32056	2
2588	27598	4
26726	40087	7
17449	38929	2
27175	27176	3
12665	15977	1
19676	36486	2
13862	16290	1
24921	38874	14
10658	21504	1
24267	27002	4
14584	26099	2
2675	597	1
2576	55144	1
23230	29344	1
17126	17362	1
41020	41073	1
14206	25918	1
24293	66300	1
18479	3817	1
17541	8671	2
15881	21879	3
12801	8154	8
22488	26927	2
16450	25835	1
2665	5840	9
2881	4257	2
4711	5973	4
11494	11495	1
35871	5447	1
293	9400	4
38498	5446	6
30987	3804	1
1464	7746	1
23033	23034	7
29298	34168	3
19235	26988	1
2717	2853	7
14644	28528	4
1563	34547	5
10856	58671	1
41169	8799	3
15693	25380	1
18727	23194	3
19753	27234	1
17595	20763	1
65508	65509	1
38746	50373	1
1016	13642	23
40241	46707	1
12631	421	5
1687	20460	9
49976	611	1
1168	1361	1
1990	7410	10
26177	32184	1
2425	249	16
22946	72031	1
1908	5556	1
15572	8208	7
18038	3322	12
23429	31774	2
9006	9456	7
39050	4963	1
5742	8450	2
60499	61063	1
20227	20228	4
12063	7975	4
1626	39297	1
19026	4769	5
18174	39017	1
35289	7877	1
1625	45611	1
21018	27264	15
28366	8775	4
24938	32624	2
25629	27221	4
7800	9846	10
10003	717	46
1047	51833	2
23223	58744	1
14396	30961	2
33798	42369	6
30540	41378	6
2643	3095	25
36751	5172	2
15533	6564	1
14491	25522	16
19223	2891	1
12363	13015	3
37221	62201	5
15427	3712	8
56876	65749	1
18330	791	1
36346	62962	1
31670	4575	6
2783	40650	1
4269	8340	1
16321	50236	3
30262	38294	4
39004	5593	24
3839	40741	1
11281	6631	26
33351	33920	4
23030	2558	1
3609	8627	2
1145	1495	13
7467	7493	10
2710	5842	1
12300	376	1
26089	43000	2
19647	29549	2
29600	3857	10
2533	37985	2
25344	63185	1
51554	61721	1
25018	25019	2
13653	15279	8
9519	9520	3
12449	41061	5
17775	3407	1
3108	7100	34
15345	51762	2
3093	43472	6
1012	12825	1
15875	39501	1
19701	34571	6
3464	835	1
2280	483	1
345	374	5
52676	60699	1
43293	47455	3
1063	9872	1
29038	43041	1
23954	23955	8
14335	65933	1
34675	41105	1
20356	2831	2
12531	12789	1
10215	17931	1
31751	5566	1
11088	12219	9
18852	21784	1
1828	9313	53
21338	24052	1
4958	617	19
6061	8454	2
2940	59386	1
15375	53418	1
17500	5806	10
5391	7938	1
1521	9226	1
24856	24857	1
34092	57066	2
9286	9328	1
4272	57088	1
13429	55971	1
15537	8401	1
25585	26456	1
11761	6508	2
22822	5975	1
34298	34403	1
5039	8655	1
17026	5490	1
50274	5194	1
20555	22310	1
1575	4640	10
12193	4602	2
10121	12593	2
56234	58589	1
22479	3035	7
16319	2826	2
15	17	4
14201	18122	1
20817	20818	3
26165	45264	2
19740	40477	1
11546	11547	3
3546	9328	10
12047	6663	1
31651	3830	3
3134	4969	1
39498	67332	1
27267	33149	13
2440	30	8
28726	5698	1
3394	8071	6
12230	9205	1
23985	34005	1
1361	16032	3
1955	7047	17
12805	917	1
32159	3409	5
14287	6079	1
2195	8306	53
45084	5809	1
16227	21105	25
15568	17643	1
55519	953	1
22102	51853	2
17775	42485	3
10201	11667	1
16831	7987	1
34073	751	1
20638	8648	5
17738	28807	3
24978	26515	2
25885	7998	1
3000	6146	3
24071	7195	1
14472	25000	2
27203	7936	3
25307	3681	5
13289	14495	11
5554	7179	6
12519	9399	12
14813	7162	1
21737	5654	2
25446	885	1
50859	55659	2
12641	27369	1
50425	56219	1
15007	37510	2
10345	37055	1
31750	42397	1
23498	2467	1
1950	6369	29
24054	24903	5
17291	22570	3
832	833	14
2886	8497	2
10475	15529	1
37604	5829	1
31008	5601	8
46299	47833	5
15932	3461	1
1796	4461	1
2558	38698	1
33070	37353	3
15296	6022	1
15301	5558	12
10975	35347	1
14436	25212	3
13923	4331	1
14156	9497	18
3319	7183	1
40272	4904	3
12139	42582	1
10030	23973	6
22805	29553	3
1681	19581	1
10912	8172	1
24749	3792	1
24702	30381	1
18613	4054	9
21754	3394	1
2295	27460	3
3650	52090	2
8971	9551	1
13677	30621	3
1537	17556	7
1799	65004	1
16554	26915	14
38873	47964	1
3055	6533	1
4704	5075	1
1252	77	1
17708	36320	1
42398	58209	1
49017	6654	1
3525	6593	1
13060	6643	1
30608	55780	1
18870	54459	2
20270	39044	3
27811	41476	1
48192	56704	1
30616	49168	2
44860	4914	1
4246	4544	2
33736	6360	1
52790	52795	3
26871	37073	2
14653	8826	7
3631	59750	2
11410	16080	4
3158	5516	1
65521	87434	1
3068	51290	1
7852	9812	12
49541	57243	1
26198	571	2
24387	5677	3
1597	5368	2
12537	7276	1
23868	23869	5
14685	23005	5
18019	27454	1
30606	844	20
11187	40410	1
10991	21065	2
316	35938	1
52825	62181	1
15128	1969	1
4127	7028	1
16373	52159	1
22727	45537	1
18401	9448	3
538	88	1
32514	59120	1
32816	37661	2
4654	5007	18
1536	33055	1
52137	53506	1
25662	39938	5
766	9734	3
1012	6615	5
4129	64774	1
14192	41503	10
4950	7632	1
12072	48636	2
15701	39402	1
11892	6385	23
6457	6458	5
21289	34921	1
2024	2792	68
66775	8992	1
44521	56518	2
1966	35846	1
20707	33642	1
30217	3596	3
14267	14268	10
12883	6590	4
25501	48843	2
21499	5810	1
10523	34117	2
25330	30404	1
15414	21823	3
38044	5562	2
24741	5600	8
671	9975	9
22935	9576	4
12044	8773	1
11301	5050	1
18590	43481	1
11686	21836	2
102	12094	4
2390	26315	16
3984	3985	2
26228	42361	4
28044	395	4
12637	15255	2
21475	3331	1
33069	40918	1
30535	7176	2
1337	4697	27
34230	46291	2
14889	9144	4
57267	60563	1
29718	36886	1
11888	37042	1
2243	4210	2
12598	12642	4
59736	59737	1
7798	7799	56
2388	551	1
2351	40164	2
2110	3071	6
1682	26317	1
24100	24334	12
10853	19841	1
15341	1855	31
40181	56457	1
14564	35667	1
37774	82276	1
547	7145	1
28588	42949	1
34281	962	3
39477	5757	1
13826	16802	8
33666	54750	3
10185	247	1
19615	41157	2
20355	21555	1
12630	1464	1
2302	581	25
3592	4956	1
15884	4062	1
16821	3901	19
23760	35821	1
35909	767	5
13584	950	1
24557	5047	4
29321	50567	4
26988	56438	4
13558	52343	1
12482	15352	15
21016	29054	1
13957	2733	2
30000	43607	2
1254	34039	4
15456	24476	3
5574	9817	24
17004	35409	1
22283	7202	5
20070	47606	1
15516	26663	11
35673	43259	2
17164	20632	3
57143	65623	1
37668	49248	4
28800	28801	2
15409	35274	1
1301	18	1
14616	17171	8
16324	8081	5
56562	70189	1
18496	3007	2
11239	27686	3
34120	37346	1
3553	8160	1
52230	64597	2
31812	44848	1
13205	32082	1
12826	30731	1
28059	32179	4
13366	4656	1
14965	20033	1
12519	4846	2
16033	1718	3
59	7119	4
20925	6637	4
12197	323	3
19086	22589	4
5229	7203	1
19258	3853	6
25146	563	1
15265	18068	10
3513	8457	5
13673	8004	40
13045	7916	2
20176	44208	1
49267	51967	2
19552	36626	1
12684	61313	1
11145	6348	1
11800	59583	1
11385	15830	1
11076	37559	8
66240	78929	1
11521	28141	2
5397	8162	4
1016	5805	1
16684	53999	1
38232	5079	5
3071	39786	1
31569	31570	1
16425	2971	9
16583	60687	1
14320	5463	1
21701	677	3
12799	541	1
61504	64271	1
13885	799	1
50700	58036	1
2893	4826	20
25756	46153	5
22692	928	1
10639	6305	1
23187	4668	1
18767	5104	7
35196	35197	1
10221	25462	1
13586	19053	1
3556	6111	2
1434	62491	1
38429	54943	1
21887	5558	5
14050	342	9
21329	29315	2
11517	19969	1
8450	9940	25
1401	16514	13
11517	16520	2
7708	871	2
16286	5869	1
30185	35061	3
15392	7941	1
29127	53235	2
16706	30217	1
17497	3249	16
19519	43575	1
13364	29187	2
18991	5131	1
16848	8966	1
4638	7994	2
12329	12503	4
21097	6888	7
13930	1955	5
21624	52707	1
1748	6388	2
13749	36498	4
11186	38032	1
10729	21709	1
6743	9977	1
11327	44479	1
26770	44388	2
65764	65765	1
10791	38579	3
28888	56267	1
22306	557	1
28386	42115	1
2001	7238	6
59229	67057	1
16130	36646	2
2682	6247	5
18874	36554	1
26077	27084	1
46664	46665	1
12983	45595	1
17560	4536	1
1418	7923	1
1430	26716	9
13853	14846	8
3750	4752	1
21154	35702	1
1104	8092	1
31835	6303	1
22044	31366	1
14176	14843	19
22811	38579	4
21144	37884	6
19879	29704	1
12707	3321	1
3598	8042	1
39316	947	3
25150	7820	1
30167	7186	1
29542	57519	1
28228	42503	1
20560	8961	2
6032	6033	60
12087	48502	1
1168	21259	2
20662	24251	1
24670	6774	2
38989	55203	2
17600	22781	1
11796	3862	24
55607	8009	1
161	32009	1
15236	53988	4
21823	88	1
29556	8146	6
49388	64	4
52391	55526	1
17000	52697	4
2155	6833	2
45119	56788	2
202	46421	2
62291	976	1
2171	5742	1
2020	22517	1
16785	36634	6
161	25471	17
2920	5997	1
45319	49339	5
37047	37062	1
18210	34352	3
16619	23218	1
65410	65411	1
2008	4808	1
51726	63858	1
19948	27148	1
15638	42395	3
17747	28173	1
2572	5437	1
24949	49109	1
15450	8026	15
24011	3394	2
27978	57451	1
41523	50703	1
18766	9804	9
2199	4962	12
20321	28063	1
69167	90330	1
29857	40199	1
29095	48968	1
40794	43683	2
13883	71444	1
39044	40880	2
22528	24966	4
31747	5701	1
43180	5507	1
6085	6462	7
1275	9464	1
56675	60675	1
3862	4709	5
2498	9390	1
20988	3423	3
11769	17345	10
228	6226	4
35175	604	4
12369	54962	2
24528	5372	1
26326	38163	7
22052	31806	4
54320	9532	3
3092	8695	1
1488	64208	1
10724	18084	4
19002	4468	9
15013	83326	1
15030	6368	1
15801	36993	1
15898	16179	1
11074	2007	1
17112	70637	1
19754	3925	1
13754	30236	5
20302	7441	23
17258	25581	1
11462	21369	6
40679	856	14
15699	24157	2
26405	4940	1
29206	5326	1
5354	564	1
1361	40703	1
1103	36100	1
17364	665	1
40780	47766	1
17828	24374	1
2871	839	1
12784	6131	1
19249	35306	1
10158	32472	2
1376	24428	1
18687	26030	1
789	790	1
38670	55892	2
19693	39224	1
11178	11179	16
1559	620	4
41471	60034	1
51783	7758	1
22272	65039	1
88597	9029	1
12061	4517	10
14623	215	2
13183	15845	2
38317	51272	1
10813	15168	19
19640	7066	1
50889	55667	2
13535	50384	1
55322	631	1
25351	2773	1
12335	41225	5
34290	48777	1
6949	8916	1
52487	54095	1
10103	39770	1
48568	7278	3
9403	9404	6
45594	7407	1
18517	22464	3
20461	8934	16
