scaffold1	scaffold2	connections
2486	5560	32
16524	20638	1
26355	29283	9
19198	6246	15
299	9674	1
20303	32313	9
42558	641	1
20911	26633	1
1975	8663	1
2088	873	1
15112	65814	1
13814	625	1
17476	8903	1
34132	53527	5
1409	446	3
19879	9447	1
18281	3347	4
16268	51548	2
3466	5097	1
15912	56391	2
18714	53071	1
12630	6355	1
60218	7871	1
37677	53236	1
16823	21117	1
30199	31371	6
18749	19757	5
2582	2583	32
42441	44395	1
2063	9070	1
18079	1890	1
17456	9198	2
6267	69412	1
1255	4065	2
10262	3960	13
17853	18145	4
6637	8339	1
28075	38364	1
3471	6711	1
22260	29451	1
60150	60898	2
18203	42712	1
1930	3337	9
21185	8987	1
12527	9619	1
17191	30229	4
10940	13856	1
23528	9977	2
11889	51732	1
12199	7629	1
36552	49092	1
515	6373	1
12139	13783	1
5982	6937	2
10140	805	1
40852	9209	4
19660	25466	11
13529	57904	4
43248	48348	2
21455	6868	10
25483	44597	1
40487	44381	1
4619	53827	1
24362	3444	1
11727	18913	1
11067	5601	1
23798	25585	3
12199	7366	1
12353	22988	6
22399	24559	6
18737	3896	11
2530	32434	1
20965	31094	1
37127	6331	1
13942	39267	1
53313	90776	1
14655	5461	6
22858	45120	1
54995	54996	1
199	5051	1
38743	54501	1
19291	53680	4
10336	32293	1
14591	7588	1
46344	52613	1
26424	34695	1
43570	6024	1
11662	44208	2
17172	3331	1
12064	2602	12
17097	47154	1
1400	1894	3
24403	49402	1
54604	59006	1
37157	53120	1
6718	6720	62
13689	27186	7
3506	56832	1
17483	233	1
199	5811	1
3834	44424	1
62535	63364	1
26233	6912	1
31372	48714	1
13801	38581	1
12152	27791	12
2790	5210	1
17628	3385	1
5764	7488	47
34579	4936	1
17025	34872	1
21587	21659	2
15454	9220	1
19514	48337	1
12421	12422	1
30520	56820	1
4202	5592	7
33452	45685	1
3656	9683	1
17313	5868	14
3909	45420	1
9645	9646	1
16777	59379	1
43717	55068	1
14554	18991	3
11948	14091	1
55955	57228	1
4175	42711	1
16805	6065	5
15847	19869	18
4497	4560	2
16646	23166	1
25808	6845	3
23742	29895	5
30390	39618	4
65682	6912	1
28106	44125	8
12253	3789	11
1600	3804	1
23802	60119	1
16339	4587	94
43464	48762	1
20325	2420	3
28	8813	19
42989	46799	1
16437	16877	3
39407	39408	3
37971	48165	1
28601	42747	1
15005	3453	1
50304	59434	3
1640	718	2
13498	1799	1
52979	53224	1
27136	38523	6
32859	39291	1
17726	29332	8
13368	55601	1
27709	29215	4
60105	9329	1
26548	34930	1
17824	23873	1
19971	21412	1
51022	57786	1
15498	55195	2
126	9813	1
11978	5421	1
50603	50604	3
8352	8353	1
30540	35473	1
15209	4254	1
18636	5410	3
21350	7629	1
1111	3118	27
1721	529	1
27875	50250	3
54019	60215	2
18980	40554	2
11129	773	1
36780	6643	1
28927	42931	2
31711	3441	1
31406	43207	3
22971	22972	5
115	18947	21
15644	32218	1
12690	18383	1
24505	883	1
37441	9458	1
20468	35243	2
1950	32738	1
2597	4857	2
8450	8922	45
1329	17220	5
24347	36860	2
24245	52186	1
35723	8435	2
18507	5167	6
28997	940	5
20382	33582	2
12770	31370	1
14439	25743	1
41896	932	1
41535	45130	1
19796	29950	1
12161	8154	1
14621	34909	1
24842	56286	1
12817	3722	8
54671	59358	1
539	7283	21
10618	11578	4
15722	33899	2
6592	9118	5
28075	32968	1
42780	42781	1
15857	38367	3
30299	52025	2
32119	5044	1
10824	42560	7
22540	35177	1
1320	31141	4
17368	32527	5
38626	48668	2
40972	53299	1
15257	30349	5
4810	8863	1
2786	583	1
2921	6762	1
2755	4373	1
12266	30203	1
12515	4508	3
16205	18135	25
6504	8285	7
12533	4040	7
13728	21700	1
44954	5362	1
19805	28673	1
29819	34117	3
34280	41871	2
44182	47585	1
27584	35258	2
34151	63821	2
3597	6928	1
13814	303	1
18898	8203	1
48475	58064	1
32667	36711	4
26874	33172	3
3320	3878	1
17229	49415	4
14320	9150	1
4815	7886	1
51916	56610	2
12521	51932	1
24151	47500	3
1441	272	1
2333	2334	92
23100	9162	1
1153	4253	44
16094	48999	3
1681	18293	8
22452	26876	3
37959	537	1
24218	27845	2
10246	48382	1
21102	22658	1
15262	24161	18
8479	9349	1
21364	5342	1
14893	3032	1
22765	36952	1
15778	8089	3
18492	35286	4
3569	9718	1
37359	61232	1
63199	87908	1
11556	2635	19
31283	51399	1
16447	9324	1
46336	5524	7
5160	5172	3
21623	6492	1
30797	47750	1
10037	1978	9
13350	2889	26
15066	3846	16
31985	36966	2
16496	36033	6
16090	16091	5
20364	24167	1
18452	42596	1
29265	29851	4
27762	30217	2
36707	45919	4
39261	8241	5
10751	3326	3
2835	62357	1
3288	4857	13
11009	25146	1
1651	3938	39
15972	50531	1
13676	248	1
27130	42907	3
20611	54633	2
29944	9637	9
21	718	1
29011	29012	3
28344	63273	3
184	3717	10
33927	33929	1
14314	15818	2
30745	61573	1
44265	55012	2
28779	6879	1
22404	43821	1
1937	8166	1
11637	5544	18
21870	24495	1
24964	39337	1
10620	19819	4
29363	9604	10
4031	59546	1
12066	641	1
14265	42796	2
34148	446	1
38034	6820	1
53875	58994	3
1875	5165	8
23831	6575	2
21971	23613	1
32954	6228	1
14689	391	9
16620	2532	1
22297	41526	2
26282	3854	1
2278	50320	3
49927	68429	1
16267	20143	18
1989	9812	1
11337	43671	1
19043	23430	6
13189	8311	1
10898	8591	5
11888	14317	21
30513	9830	5
24195	34234	1
23487	9221	1
26281	7074	6
40152	7165	1
56557	65404	1
24157	31941	2
15411	4704	1
41853	60442	1
38464	39731	1
18513	56931	1
22448	892	1
14266	26234	7
25439	4104	8
12159	23218	1
33798	50540	4
3501	4031	1
3295	912	1
1999	31614	2
12161	16794	1
6847	6864	1
15812	2588	1
2148	9480	1
44493	9216	1
28808	38941	2
47842	47843	1
24486	3226	4
18090	824	8
39260	58149	1
18046	33307	3
14090	7920	1
22800	7473	2
57049	58722	1
19234	4574	6
25968	3000	1
32231	61386	2
2085	3890	1
2498	4449	1
33769	41728	2
318	34649	1
3878	57431	1
57390	64874	1
11939	5992	1
18050	2616	1
12951	21076	4
11671	15027	7
13093	29859	1
5062	6062	1
7025	930	67
25794	3436	1
16274	63057	1
21643	33076	8
27667	3830	1
1997	27863	22
24401	3691	5
14016	43910	2
38171	89755	1
35030	41904	3
51338	9983	1
10946	47327	3
1065	22090	22
14074	8471	7
2072	5446	3
25739	51218	1
11475	4655	1
15382	68913	1
22245	28519	1
16607	6544	1
23953	31042	2
23562	61831	2
1956	40069	2
1231	9327	1
33217	35941	1
29910	5697	1
11683	45432	1
17088	18233	4
56288	59983	2
23753	23754	4
5512	746	3
11780	2074	41
1626	1805	1
11628	32695	1
29687	51720	1
13213	2209	3
1353	17753	1
3046	718	1
19175	60194	1
2167	41	11
23544	5721	6
12933	8426	1
22349	6072	4
11231	17908	1
13377	17665	12
30899	37131	1
1227	7688	1
12350	40396	2
160	19394	6
29307	46573	2
2081	3454	1
25689	34782	1
16447	2185	37
10059	26208	1
27142	38943	1
61702	9823	1
53630	54574	1
21038	5514	1
23631	3789	24
25288	31698	1
18692	20637	2
3023	3024	29
22462	45475	1
15259	9380	1
4391	47724	1
10381	6455	1
31235	53309	1
36303	8824	3
16115	16527	5
21992	23350	4
19232	26276	3
11340	22762	13
30203	5496	1
17971	33299	3
1011	11608	14
21979	27491	3
12863	33794	5
18810	9251	1
20180	21196	5
15204	17468	4
593	6242	16
47049	47050	1
58110	97130	1
10700	22460	1
10732	9608	51
12558	6922	1
20958	36017	1
22385	22386	5
14730	32742	6
20545	20712	7
17441	768	7
34304	58205	1
25120	25875	1
20480	81566	1
22089	22356	29
4257	51667	3
35697	42942	4
14590	35926	1
24188	674	1
15472	4599	3
56080	9718	1
14147	21852	1
21518	2441	10
13402	6937	1
305	62897	1
54333	58233	2
26093	31031	1
8218	9626	3
16287	1690	1
14706	7673	3
39212	7894	2
3153	621	1
16538	16539	43
25731	8642	3
43259	43833	1
6106	69958	2
26441	49557	2
26654	50816	1
12784	4940	1
2756	3506	1
1055	1158	1
62632	62633	1
12610	18991	10
17070	52638	1
40806	43771	6
3261	993	1
2436	62136	2
5417	8302	1
1795	4377	6
12094	21175	31
6128	754	111
16571	641	1
31293	56569	1
17949	2946	5
13058	6746	1
34442	54550	1
13165	26904	19
1288	2784	1
2546	40379	2
42270	632	2
21852	43189	1
186	6355	2
10476	54115	1
1104	34369	1
10707	14519	9
16760	43478	2
30345	53460	3
35750	46815	1
36699	45787	3
15964	27628	7
43112	51821	2
25316	63042	1
24620	56004	1
24645	3132	4
4311	5813	1
14680	34189	1
791	8097	1
20875	24292	1
20915	9759	1
32876	8710	4
1645	5440	1
20498	4559	28
2728	31518	16
20128	27541	10
14610	812	7
18848	5864	8
16343	2151	1
24047	58037	1
2552	2553	33
33031	67131	1
2527	5942	13
25383	25765	10
12429	8418	2
4373	47306	4
5437	5863	1
28719	37103	1
21908	40205	3
18582	20878	3
3651	731	3
48427	48428	2
5924	800	1
1179	780	127
5156	7053	1
18988	40670	2
15197	50077	1
20068	4736	1
22880	6159	8
21368	56412	1
13131	31442	2
16350	288	1
1452	9445	1
20338	4375	8
1050	3999	12
47819	8635	3
1458	8375	27
160	3448	2
2094	2751	9
37063	53186	2
29102	36447	1
26639	26640	1
5078	9845	16
33285	6844	1
18824	67408	2
6309	7996	1
42132	64111	1
27250	35591	3
11320	3301	3
34602	42458	4
14769	22097	14
28046	3799	1
26216	28291	3
14242	34965	1
14755	3348	5
50767	52601	2
1786	4709	4
10117	23627	18
2774	51377	1
167	5392	1
14621	1521	1
10506	39604	1
23498	23499	6
24754	250	1
69958	8318	1
11646	5673	13
52557	8535	14
10740	622	26
35631	37637	1
13700	37059	3
718	943	3
18606	8952	1
15310	37052	1
23050	51904	5
1709	2899	6
55667	62577	1
17090	17091	7
30822	52116	1
14084	43615	1
50938	55182	2
16383	34823	1
12602	17570	3
17374	4419	8
12399	31233	3
653	8249	17
17409	188	1
29451	52915	1
10563	25691	3
18039	996	1
167	446	2
13217	4390	3
16867	17494	6
10797	14994	5
34931	46754	2
37384	47474	2
14075	8121	1
12247	50454	1
50720	619	1
299	44891	1
29708	40763	1
61251	9958	1
23283	5691	5
12367	3527	5
10429	26317	1
15690	3901	1
45771	8469	2
24800	5164	1
29561	49627	3
14507	23019	16
38801	9199	4
47085	79446	1
54893	55868	2
11136	12132	1
11024	46307	5
13630	640	2
40436	47637	1
2023	3163	1
15463	4311	4
48670	57984	2
30460	6278	1
24179	33404	1
46835	7129	1
1819	9079	1
10791	6698	8
25350	37151	9
20641	42528	2
12408	23332	1
212	9622	1
10548	7344	1
42031	61868	2
22110	5930	1
1104	1519	1
4333	4334	9
13531	13532	10
17659	30099	1
671	672	10
4514	8234	2
14215	3174	1
3126	41726	7
3335	5516	1
40126	46108	1
17600	25674	1
19800	37204	2
2658	44948	5
10572	15529	47
53194	88103	1
328	37236	1
21168	30543	1
32294	36804	1
15962	6524	1
59229	61933	1
32244	34732	2
14666	16583	2
1007	1327	15
1899	5480	1
10941	40040	2
35104	35105	3
5844	9365	1
43819	64480	1
417	5931	4
24454	54651	2
17675	31664	8
34785	9197	1
26567	34774	1
45732	51965	2
22787	2923	1
10041	7115	12
21533	41738	2
12843	3469	1
2757	4795	45
5012	7816	1
15530	5235	1
10310	4798	2
48847	80150	1
14714	7383	2
2819	6655	1
2253	36628	1
1950	2535	2
3651	5792	2
24659	49820	2
47681	61028	1
60350	60354	1
24651	48274	2
16239	29725	1
29999	43218	1
233	60	38
1145	9859	1
12044	5353	1
24090	24822	13
15456	40463	1
27937	30922	1
30712	65863	3
2798	5012	1
11636	29216	6
19640	3855	1
2701	38727	1
46138	5552	1
37781	4488	1
15789	38497	2
19059	36054	1
11	19	80
3229	5466	12
2298	6738	1
12269	59576	1
13869	8800	9
3997	7721	48
13862	7565	1
1391	4668	1
16100	17734	4
10106	18405	1
2703	9325	1
28696	8941	1
1111	38782	1
30266	33644	3
1348	18675	17
65147	74307	1
4479	7399	1
37966	7013	1
16926	31689	3
15035	26433	1
13814	30998	1
1787	3707	3
21141	3513	5
29517	60102	1
26858	4204	1
28847	8658	3
12004	7582	2
14234	3190	1
41616	7825	1
17416	9499	8
25257	8933	1
47545	785	3
49671	87406	1
10818	5218	1
15651	7201	1
11873	645	9
52763	64260	1
15916	6402	2
34294	49923	5
25297	3188	1
11556	17697	1
10912	45394	5
1892	22509	20
12224	2056	1
10089	27922	21
30204	808	1
21907	3631	2
37485	65696	2
57138	633	1
3905	4293	2
35204	56063	1
11614	1776	3
34887	6494	2
4531	6503	5
28953	34259	4
1399	21189	8
26258	7187	1
25470	56184	1
13418	40357	1
11802	1640	29
18822	6660	1
23102	53877	2
11832	17936	1
34745	7563	4
41923	9041	1
207	78	49
24806	5130	4
22284	43038	3
29665	37097	3
376	53057	1
28258	45642	1
13116	45410	5
26057	31512	1
4244	588	1
13402	2265	3
2533	58061	1
42382	4417	8
10495	582	1
15963	20311	1
14108	14180	5
14293	2797	10
38204	8364	1
18769	30819	1
2718	45101	1
12461	8498	1
34129	40087	5
3821	54911	2
16781	79253	1
30468	53251	1
17696	2897	1
43207	5673	2
10401	61659	2
19392	40870	11
31673	9853	25
22112	59027	1
61954	61955	1
15076	51732	1
14375	2240	1
19143	29810	1
50828	63205	1
6716	6737	7
12035	22177	16
46325	47251	1
17004	4334	14
12927	17949	38
7868	8407	3
18925	61828	1
18162	3775	2
33060	58121	1
6563	9874	43
34920	40255	1
41101	51910	3
34037	8597	10
15818	961	14
26640	28032	1
13647	30817	1
31539	41526	1
32924	54411	2
9090	957	1
16828	3157	1
41286	831	1
18167	7496	1
14964	14965	7
19229	6810	1
19367	48898	4
19409	22559	11
13500	38481	1
38222	56058	1
10441	9580	1
11379	11380	2
61136	61329	1
13942	40384	1
21073	4984	1
3390	6936	1
22448	9886	1
16081	5662	2
14589	27215	3
5228	9249	1
26622	3	2
45989	6970	1
18621	20307	6
3080	9058	1
13193	15775	5
13255	4963	1
11046	21748	7
25245	46551	4
26254	31584	1
1520	21861	1
28607	5470	1
17136	23172	1
20408	8696	1
52838	61958	1
324	34999	2
32644	51387	2
19222	644	1
15983	3932	7
21915	22727	1
19806	6602	3
12138	17233	1
10914	49578	3
13531	55097	1
26546	26547	1
1663	32266	2
10035	1947	1
2690	30687	7
10912	6236	1
27482	52579	1
30982	33842	1
1220	17695	1
49082	55407	2
17708	494	1
20651	7757	1
18418	28288	6
34790	46016	1
5602	5843	1
2852	2853	37
15514	23394	2
15050	47023	1
55654	55655	2
20949	21057	1
22757	23181	6
29826	547	1
16454	62151	1
32886	49460	1
2897	9197	1
15596	5741	2
3174	4590	2
24905	31312	4
3536	969	1
16776	41837	1
17162	26166	1
12139	14320	8
26233	5553	4
17667	2853	1
23904	5011	1
11826	3516	1
342	9734	32
17732	60254	1
10598	5673	19
32981	8280	17
17911	68	1
5163	6799	1
1706	19423	3
49967	60994	1
13973	6484	35
14376	48764	1
37713	40990	2
18561	22356	1
40613	64628	1
20716	6959	1
12759	5562	1
28782	47432	3
2259	39777	1
17563	4260	29
14115	6777	3
35502	3552	1
1490	4544	3
14949	38943	1
10390	641	1
23820	4988	1
11464	12543	1
34894	41642	1
13400	3529	1
29339	4452	3
16003	45712	3
15769	2712	1
4643	7685	1
38954	63277	1
1090	40118	1
38886	4045	1
31223	31224	4
41033	60060	1
22763	5328	1
20967	50265	2
18155	9955	1
5709	9391	1
19007	39140	1
1303	9648	39
17756	57200	1
35368	36603	1
20020	25915	1
8644	9006	4
11506	8408	16
3789	38343	1
15279	25791	5
26660	29	1
31467	59611	4
17730	42109	6
12775	3831	1
20979	24040	1
13398	4898	1
44105	49014	2
21895	36024	2
47746	9471	1
14444	7813	1
50518	65631	1
12763	33148	4
19547	2281	1
30354	42491	1
12005	24518	8
6563	994	1
28605	90073	1
7070	7922	30
21205	39466	3
27145	32378	1
299	43173	1
22970	39443	1
30660	3101	1
5063	730	1
29609	5562	1
10302	4514	4
8541	9199	7
10272	9124	1
42454	42678	1
25391	39	3
18447	18448	1
37903	56814	1
13593	14869	11
22864	51259	1
15216	4876	3
22711	5460	3
795	9711	19
35832	6944	1
43914	6343	1
52129	53491	1
18121	56621	2
53053	58020	3
26885	47520	1
20448	28378	1
4492	9986	1
11245	17204	17
19909	7753	11
38086	50304	3
25766	6837	1
19867	19868	4
26009	5829	1
55778	71803	1
13171	15730	10
2635	2895	1
41193	5500	1
26315	5111	7
35466	59051	2
48986	51276	1
28241	5627	1
32711	32712	2
22788	9482	1
50117	50306	1
26482	39793	2
17352	28805	2
1909	3515	12
1096	3412	1
2635	3696	9
22969	28573	1
61	855	34
14202	27151	2
12070	7797	1
5170	723	15
40360	53038	1
3766	9981	1
218	9079	1
34160	62583	1
29502	31774	23
23324	2402	17
2264	8591	9
16623	1763	5
12305	13546	2
22714	29994	1
52143	54489	1
12457	22847	7
1303	553	1
10336	10337	7
220	3528	36
12063	464	2
5247	9432	5
19595	19596	1
3651	4530	1
22472	41051	2
16009	35076	1
19086	4906	1
1585	4757	1
10080	3024	1
41319	48055	1
12359	15853	1
20820	26781	1
10130	8570	2
4201	6970	15
31403	32143	2
6338	8132	1
23653	8354	5
1417	405	3
1099	2471	14
15293	19672	1
10057	14368	5
12842	15938	13
166	5773	1
1574	4341	3
18427	5948	13
14080	18656	14
22787	2332	2
47793	56688	1
49359	53492	1
11331	4637	1
32681	5328	1
22142	4131	1
14377	21783	4
14171	2712	3
21883	23106	4
12874	17574	32
13248	3070	1
34660	39522	4
1242	35071	3
316	7855	7
10613	11750	1
5234	7993	4
4256	5288	1
23310	45424	1
26296	26297	3
31765	56766	2
13859	66386	1
23574	65861	1
25259	27752	2
22589	5370	3
16186	5369	1
18783	19324	1
31363	47700	1
26752	54440	1
25380	8966	1
24014	41692	1
18222	34471	2
17912	6673	3
11761	46767	2
26315	8118	1
13004	48236	2
17013	42479	1
49805	59497	1
5878	9632	1
36295	50281	3
40169	44971	1
13194	3544	5
36549	9399	1
36871	7684	1
1909	5025	1
14630	38338	2
18166	23035	4
52496	58141	1
1583	23314	6
1341	7353	17
40799	64912	1
14956	8234	1
46530	52787	3
12274	36824	1
4105	8283	2
299	3436	2
17591	46026	1
58082	58083	1
10784	32088	1
1842	45473	1
18801	3852	1
35231	53444	1
1660	1661	2
14264	30879	1
26806	9077	4
14963	4996	7
14339	30510	2
4055	6128	1
1394	3275	11
10524	7178	8
33135	43568	2
25455	25456	7
11072	28366	3
38933	55616	1
23183	35342	3
2667	26898	4
13608	6601	14
21701	3266	1
4325	9100	1
1214	5111	1
11239	38457	1
28275	62631	1
39315	57481	4
22772	66166	1
40860	42410	3
17102	8330	13
11500	35473	5
10343	2088	1
14813	30094	4
48479	66788	2
1114	20042	1
22991	24167	1
446	7510	2
31173	31174	6
34147	45565	1
16847	6430	1
3962	7555	1
4014	4015	19
5753	9867	1
28845	46752	2
3961	916	71
5558	740	2
43533	46735	1
19825	37122	1
26671	39749	9
17409	56823	1
18978	4246	2
40217	41201	2
13973	17279	2
1387	26679	3
12932	21555	1
10746	22078	1
30975	61217	1
12216	31152	2
17975	42929	2
52709	6782	1
27341	4083	9
26477	29441	6
23151	5845	1
16541	4824	1
2378	25962	1
35561	64191	1
12307	2674	1
5930	6135	5
1426	4054	4
16083	27132	4
1422	48808	1
1595	49603	2
1799	8813	1
59868	59869	1
36413	38940	3
11383	65438	1
33806	35739	2
216	32583	1
37337	50341	1
26588	4327	1
6689	960	25
19393	33627	1
25623	8159	1
13622	40173	5
1982	50503	1
21746	25562	1
6212	6214	4
13186	51853	2
25955	40447	1
3342	3512	5
35087	58837	1
44518	52996	1
3081	38107	1
64135	64136	1
12586	18578	22
12148	6601	47
16936	24382	1
18200	33539	17
19711	51842	3
10150	32702	1
10729	40162	1
11352	12629	1
14161	15088	8
11007	1168	21
14048	31291	5
5490	8548	2
26980	51867	2
36710	39703	1
10646	19896	1
18976	51373	2
186	6615	1
19675	23485	1
29932	31368	12
17606	22746	1
14699	8821	3
24818	45490	1
1433	45264	1
17541	38612	1
1153	32952	4
4304	5727	2
14354	15326	1
18314	20643	11
17518	7391	1
14292	23946	1
290	9646	1
24905	7143	1
1206	33563	11
14563	2424	18
14056	4688	8
18134	28314	2
376	8874	1
24581	57938	1
27146	43171	1
14368	42279	2
10294	12030	1
3301	7663	2
1552	6361	1
43492	47622	1
1908	20755	1
4487	4488	1
1153	6186	4
29860	40319	1
19161	21150	1
41146	44830	3
10454	33766	3
17936	21135	1
14521	24878	11
11247	11364	1
18618	7799	1
16238	35882	1
24017	3345	1
1542	5412	13
12720	23191	1
27544	5805	1
20434	9359	5
11002	6044	2
15985	58382	1
19623	43110	4
5036	9124	2
19123	2747	2
5261	9625	15
23244	36314	1
1424	8829	1
14843	35807	1
218	25968	2
1972	1973	6
45815	51420	2
18754	28569	2
12609	1322	1
15670	288	1
59210	8462	1
17932	36014	7
1112	19547	2
1725	562	1
23824	6675	1
1010	76796	1
15982	8735	28
376	8966	6
48579	57792	2
6675	6676	5
16362	53202	1
31328	773	1
19533	7760	14
7050	7051	5
2415	40918	3
31024	49252	3
24957	36773	1
10412	13292	1
1570	2306	33
10305	88	1
22617	5428	1
26441	46262	3
22146	36340	4
15522	7858	12
20664	2569	3
10279	1753	1
20615	4504	1
39279	42935	2
25795	9127	1
58586	69809	1
11951	8668	4
4779	6105	1
13162	26049	3
13219	1905	1
616	8342	1
15674	51195	1
13856	2378	2
22040	56183	3
12736	3642	8
24072	7897	3
40737	50185	1
17110	40493	1
18748	9882	1
10380	1080	1
31025	9375	14
23833	3543	1
66272	68402	1
25786	50575	1
4105	9644	1
27084	40050	3
16124	8761	4
15765	22958	1
3105	33355	1
42485	9717	1
5265	7629	1
18347	31726	3
1416	18545	1
11008	376	1
12417	28813	12
25469	59908	1
19112	289	2
48405	48885	4
11273	901	5
29361	803	1
15234	30512	1
4963	9812	1
10495	2920	1
14680	38402	2
3166	6286	19
34119	6293	2
42772	7104	1
11750	13332	1
15137	27316	8
5126	7373	1
10598	2755	4
19019	19020	3
20347	37234	1
11543	12033	1
16836	2451	2
3033	9029	1
38779	48944	2
137	14337	8
29362	31326	4
27768	37518	2
12781	31455	4
11921	17113	1
1180	2892	136
11871	34898	1
42627	6811	1
43133	49342	2
10385	19223	4
37775	7795	4
26042	35231	1
1609	22483	1
3284	8750	8
13646	21816	1
1414	9022	14
1376	9429	6
56833	8161	2
32859	9354	6
13542	31573	1
13638	3993	2
11731	48229	2
15331	26256	1
43053	43054	1
14319	41748	1
31052	4387	1
33118	4283	2
10652	13856	1
38661	44602	2
14765	59606	2
5202	7916	1
47157	66549	1
26007	30968	2
39366	53392	1
32349	44404	6
162	20940	1
12199	35050	1
1303	2265	1
43489	59731	1
31831	35116	3
14643	24744	3
38148	9992	1
17210	2881	2
24218	52523	1
51004	58669	1
57352	57356	1
21574	2483	1
58467	66216	1
13636	5340	1
11823	39048	10
25017	25818	1
42234	65701	1
12054	3331	1
32942	32943	1
11815	40994	1
593	7680	7
21981	37237	1
2098	451	1
13737	14370	15
34031	49271	1
2167	7090	37
10479	69880	1
44857	46087	1
21126	29418	1
14510	29965	1
22961	2919	1
35690	5453	2
14327	18671	1
15747	39694	1
22179	49572	1
10178	3674	3
14459	7926	1
5810	7381	17
22413	9298	1
25405	9072	1
45489	54541	2
128	17532	1
13972	16794	7
18139	2826	1
15158	9939	1
30995	9448	2
10826	22870	2
3255	66630	1
2355	2893	1
20615	9475	11
3298	619	11
18794	2122	7
13225	20015	1
233	249	1
1604	4492	30
23914	42303	1
18164	24212	1
12171	1674	3
20989	9824	1
14509	14510	5
12131	6130	1
18489	18846	1
1263	1950	1
13737	8005	1
16527	6106	1
10237	17858	10
13681	15936	1
21800	8600	1
33256	7950	2
34297	63052	1
18385	4437	3
46330	5158	1
10918	13837	1
4388	5822	6
4227	5514	1
4262	51464	6
36595	4201	2
3367	3681	1
5898	7365	1
62240	63684	1
29687	47609	1
11055	22764	4
15224	16899	6
14217	5211	2
1353	567	8
1324	20131	1
50691	582	6
19426	20063	10
27035	46923	1
14927	49341	3
19971	32736	2
32714	847	2
1416	15963	1
32058	47163	5
36756	44667	1
3631	9310	2
8703	909	4
24387	36814	1
23734	9067	34
2610	41209	2
23811	59820	1
5691	7251	1
18024	50996	2
19420	27256	5
14580	3061	1
14366	8643	30
13079	20521	1
24355	33496	7
12990	4347	5
1916	8579	1
11336	2798	15
19646	22692	5
11172	39805	1
12527	17409	1
33343	6454	3
17429	25228	5
29321	8220	1
31922	46108	3
27343	29419	1
14920	19589	3
35368	5846	2
28953	31487	1
12703	25216	2
16731	35920	6
33734	71051	1
21492	5774	3
11599	26883	5
18137	7575	1
30494	44393	3
36499	4797	1
39685	39941	1
11365	14282	1
18364	9144	1
40536	45052	1
22085	53762	1
5585	9890	1
10636	26112	3
4324	6939	11
17707	58764	1
25003	4577	4
10514	5800	1
3353	42605	2
13787	15389	1
37214	51082	2
231	8985	5
13144	25260	1
19646	7675	3
40600	42729	2
28873	670	4
14994	3871	14
39902	5861	1
25318	8897	1
12927	2946	5
22743	9855	1
37960	59253	1
53659	59951	2
10126	29436	4
22414	27201	5
43342	52438	1
3338	6718	1
14965	46542	2
23212	44350	1
1120	749	7
15560	6565	22
10331	25765	1
5354	9953	5
4547	5129	12
15249	3415	10
31489	53787	3
2921	4489	1
13992	8624	2
30216	8520	2
473	5997	1
4306	5331	1
1508	3443	3
24219	26018	1
13097	3104	3
10992	13038	9
22448	417	1
16187	3013	60
23274	3833	1
12367	218	5
16071	8005	12
5088	6394	1
18661	7257	9
4953	642	32
5562	6593	2
2887	38588	1
18947	2483	4
2725	30802	1
17632	60003	2
3382	35432	2
672	8936	46
39840	56085	2
4131	9902	87
15943	5548	19
12488	2890	19
18190	8040	25
1081	46770	1
15435	19810	1
20910	34846	1
3596	3732	8
65632	67621	1
24316	26944	1
24760	5076	9
12195	2097	1
1824	7374	27
26194	49855	3
10385	2466	1
10977	5791	1
41790	58532	2
1074	5207	14
1967	31054	1
16882	6087	14
33101	8542	1
7254	7255	1
19394	375	1
25590	47326	1
10276	11173	1
12533	8405	2
3315	8287	1
4501	7585	4
3892	5664	9
19305	30100	6
7061	8426	3
18936	6355	2
5081	686	1
12625	21135	1
11009	6508	1
24049	62201	1
15060	2378	1
33292	43864	1
1547	3055	1
22351	27402	19
28449	42122	1
104	9624	1
23712	48210	4
10655	10783	8
16022	65777	1
24093	52116	1
19688	6318	1
12004	24518	2
4627	9105	8
36357	61003	2
14474	5292	10
22810	22811	4
1592	20367	2
14410	6427	1
2177	33055	1
26532	29853	1
1984	1985	18
41673	60611	1
32129	36923	6
492	663	1
24905	4323	6
1201	2741	1
2449	8391	16
38510	55928	1
3692	4566	7
1981	30734	2
17663	29581	5
265	9348	1
36053	6106	1
16138	32545	1
14262	27043	15
1763	9999	1
14074	25839	1
1229	88	53
17126	4389	6
14566	5007	10
382	65110	4
5338	6173	7
50827	65232	1
1401	32084	1
17000	299	1
33362	339	1
42116	4245	3
11700	11701	9
18434	59246	1
40608	45092	1
1799	51330	1
13606	221	4
17164	30201	1
5500	8143	3
16656	2571	1
45147	61135	1
4821	5775	1
2725	7125	1
29758	36544	5
12359	59027	1
27911	5238	3
6718	7952	3
41493	48717	3
26438	36367	2
50131	6838	1
34445	37124	1
12388	37187	1
22143	26857	1
13417	42116	5
10256	10257	3
1670	9617	8
1082	13354	23
2801	5776	7
12713	43463	1
1266	9463	14
29878	39471	2
39053	6894	1
2976	4194	1
61318	70484	2
17268	30374	1
15391	34456	2
38613	64063	1
12990	53543	1
5212	54397	10
43095	609	1
30077	30655	1
1964	5343	9
16500	53977	1
20174	51193	1
