scaffold	phylum	count	all.phylum.assignments	class	all.class.assignments
83701	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
55767	Proteobacteria	1	Proteobacteria	Betaproteobacteria	Betaproteobacteria
60661	Proteobacteria	1	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
862	Actinobacteria <phylum>	1	Actinobacteria <phylum>	Actinobacteria	Actinobacteria
97067	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
27880	Proteobacteria	1	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
73259	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
64024	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
56090	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
8622	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
26337	Proteobacteria	1	Proteobacteria	Betaproteobacteria	Betaproteobacteria
49372	Bacteroidetes/Chlorobi group	3	Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes;Bacteroidetes;Bacteroidetes
85157	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
4285	Proteobacteria	1	Proteobacteria	NA	NA
10479	Actinobacteria <phylum>	1	Actinobacteria <phylum>	Actinobacteria	Actinobacteria
6970	Actinobacteria <phylum>	1	Actinobacteria <phylum>	Actinobacteria	Actinobacteria
37636	Proteobacteria	2	Proteobacteria;Proteobacteria	Betaproteobacteria	NA;Betaproteobacteria
5850	unclassified Bacteria	1	unclassified Bacteria	candidate division TM7	candidate division TM7
6880	Proteobacteria	1	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
51697	Deinococcus-Thermus	1	Deinococcus-Thermus	Deinococci	Deinococci
22302	Alveolata	2	Alveolata;Alveolata	Ciliophora	Ciliophora;Ciliophora
7902	Proteobacteria	1	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
85014	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
35001	Proteobacteria	1	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
51588	Bacteroidetes/Chlorobi group	4	Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes;Bacteroidetes;Bacteroidetes;Bacteroidetes
18513	Bacteroidetes/Chlorobi group	2	Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes;Bacteroidetes
63541	Proteobacteria	2	Proteobacteria;Proteobacteria	Gammaproteobacteria	Gammaproteobacteria;Gammaproteobacteria
58580	Proteobacteria	1	Proteobacteria	Betaproteobacteria	Betaproteobacteria
1963	Actinobacteria <phylum>	28	Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>	Actinobacteria	Actinobacteria;Actinobacteria;Actinobacteria;Actinobacteria;Actinobacteria;Actinobacteria;Actinobacteria;Actinobacteria;Actinobacteria;Actinobacteria;Actinobacteria;Actinobacteria;Actinobacteria;Actinobacteria;Actinobacteria;Actinobacteria;Actinobacteria;Actinobacteria;Actinobacteria;Actinobacteria;Actinobacteria;Actinobacteria;Actinobacteria;Actinobacteria;Actinobacteria;Actinobacteria;Actinobacteria;Actinobacteria
4656	Proteobacteria	4	Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria	Betaproteobacteria	NA;Betaproteobacteria;Betaproteobacteria;Betaproteobacteria
38536	Proteobacteria	1	Proteobacteria	Betaproteobacteria	Betaproteobacteria
61990	Proteobacteria	1	Proteobacteria	Betaproteobacteria	Betaproteobacteria
26925	unclassified Bacteria	1	unclassified Bacteria	candidate division TM7	candidate division TM7
60448	Bacteroidetes/Chlorobi group	4	Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes;Bacteroidetes;Bacteroidetes;Bacteroidetes
6943	Proteobacteria	1	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
27286	Actinobacteria <phylum>	1	Actinobacteria <phylum>	Actinobacteria	Actinobacteria
92510	unclassified Bacteria	2	unclassified Bacteria;unclassified Bacteria	candidate division TM7	candidate division TM7;candidate division TM7
3383	unclassified Bacteria	27	NA;NA;NA;Proteobacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;NA	candidate division TM7	NA;NA;NA;delta/epsilon subdivisions;candidate division TM7;candidate division TM7;candidate division TM7;candidate division TM7;candidate division TM7;candidate division TM7;candidate division TM7;candidate division TM7;candidate division TM7;candidate division TM7;candidate division TM7;candidate division TM7;candidate division TM7;candidate division TM7;candidate division TM7;candidate division TM7;candidate division TM7;candidate division TM7;candidate division TM7;candidate division TM7;candidate division TM7;candidate division TM7;NA
1258	Proteobacteria	2	Proteobacteria;Proteobacteria	Alphaproteobacteria	Alphaproteobacteria;Alphaproteobacteria
70495	Bacteroidetes/Chlorobi group	2	Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes;Bacteroidetes
14007	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
87805	Proteobacteria	1	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
92494	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
75636	Chloroflexi <phylum>	1	Chloroflexi <phylum>	Ktedonobacteria	Ktedonobacteria
32577	Bacteroidetes/Chlorobi group	4	Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes;Bacteroidetes;Bacteroidetes;Bacteroidetes
392	unclassified Bacteria	1	unclassified Bacteria	candidate division TM7	candidate division TM7
89838	Proteobacteria	2	Proteobacteria;Proteobacteria	Gammaproteobacteria	Gammaproteobacteria;Gammaproteobacteria
2313	Proteobacteria	1	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
19482	Fibrobacteres/Acidobacteria group	1	Fibrobacteres/Acidobacteria group	NA	NA
23170	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
53670	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
30750	Chloroflexi <phylum>	1	Chloroflexi <phylum>	Caldilineae	Caldilineae
47824	Bacteroidetes/Chlorobi group	2	Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes;Bacteroidetes
52740	Proteobacteria	2	Proteobacteria;Proteobacteria	Gammaproteobacteria	Gammaproteobacteria;Gammaproteobacteria
85794	Proteobacteria	1	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
19560	Proteobacteria	1	Proteobacteria	Betaproteobacteria	Betaproteobacteria
62124	unclassified Bacteria	1	unclassified Bacteria	candidate division TM7	candidate division TM7
71908	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
42266	Proteobacteria	1	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
79269	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
1342	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
82190	Actinobacteria <phylum>	1	Actinobacteria <phylum>	Actinobacteria	Actinobacteria
6424	Proteobacteria	1	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
4359	Proteobacteria	1	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
1450	Proteobacteria	8	Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria	Gammaproteobacteria	NA;NA;NA;NA;NA;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria
60634	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
73436	Actinobacteria <phylum>	1	Actinobacteria <phylum>	Actinobacteria	Actinobacteria
26286	Bacteroidetes/Chlorobi group	5	Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes;Bacteroidetes;Bacteroidetes;Bacteroidetes;Bacteroidetes
47938	Proteobacteria	1	Proteobacteria	Betaproteobacteria	Betaproteobacteria
6474	Actinobacteria <phylum>	1	Actinobacteria <phylum>	Actinobacteria	Actinobacteria
34835	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
36578	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
48596	Proteobacteria	3	Proteobacteria;Proteobacteria;Proteobacteria	Gammaproteobacteria	NA;NA;Gammaproteobacteria
59154	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
6802	Actinobacteria <phylum>	1	Actinobacteria <phylum>	Actinobacteria	Actinobacteria
26786	Actinobacteria <phylum>	1	Actinobacteria <phylum>	Actinobacteria	Actinobacteria
26909	Bacteroidetes/Chlorobi group	3	Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes;Bacteroidetes;Bacteroidetes
20508	Actinobacteria <phylum>	1	Actinobacteria <phylum>	Actinobacteria	Actinobacteria
36594	Proteobacteria	1	Proteobacteria	NA	NA
74695	Bacteroidetes/Chlorobi group	2	Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes;Bacteroidetes
23258	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
11302	Actinobacteria <phylum>	2	Actinobacteria <phylum>;Actinobacteria <phylum>	Actinobacteria	Actinobacteria;Actinobacteria
13831	Proteobacteria	3	NA;Proteobacteria;Proteobacteria	NA	NA
14519	Proteobacteria	1	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
35946	Actinobacteria <phylum>	6	Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>	Actinobacteria	Actinobacteria;Actinobacteria;Actinobacteria;Actinobacteria;NA;NA
47560	Fibrobacteres/Acidobacteria group	1	Fibrobacteres/Acidobacteria group	Acidobacteria	Acidobacteria
10013	Proteobacteria	2	Proteobacteria;Proteobacteria	Gammaproteobacteria	NA;Gammaproteobacteria
1352	Proteobacteria	1	Proteobacteria	NA	NA
9815	Proteobacteria	9	Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria	Alphaproteobacteria	NA;NA;NA;Alphaproteobacteria;Alphaproteobacteria;Alphaproteobacteria;Alphaproteobacteria;Alphaproteobacteria;Alphaproteobacteria
34357	Proteobacteria	2	Proteobacteria;Proteobacteria	Gammaproteobacteria	Gammaproteobacteria;Gammaproteobacteria
52436	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
21941	Proteobacteria	1	Proteobacteria	Betaproteobacteria	Betaproteobacteria
7681	Actinobacteria <phylum>	1	Actinobacteria <phylum>	Actinobacteria	Actinobacteria
53873	Bacteroidetes/Chlorobi group	2	Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes;Bacteroidetes
87597	Proteobacteria	2	Proteobacteria;Proteobacteria	Alphaproteobacteria	Alphaproteobacteria;Alphaproteobacteria
36800	Actinobacteria <phylum>	2	NA;Actinobacteria <phylum>	Actinobacteria	NA;Actinobacteria
23471	Bacteroidetes/Chlorobi group	2	Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes;Bacteroidetes
69470	Proteobacteria	1	Proteobacteria	NA	NA
4703	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
91581	Proteobacteria	1	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
5796	Proteobacteria	22	Proteobacteria;NA;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria	Alphaproteobacteria	Alphaproteobacteria;NA;Alphaproteobacteria;Alphaproteobacteria;Alphaproteobacteria;Alphaproteobacteria;Alphaproteobacteria;Alphaproteobacteria;Alphaproteobacteria;Alphaproteobacteria;Alphaproteobacteria;Alphaproteobacteria;Alphaproteobacteria;Alphaproteobacteria;Alphaproteobacteria;Alphaproteobacteria;Alphaproteobacteria;Alphaproteobacteria;Alphaproteobacteria;Alphaproteobacteria;Alphaproteobacteria;Alphaproteobacteria
77896	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
80205	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
3695	Proteobacteria	1	Proteobacteria	NA	NA
42522	Proteobacteria	1	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
11029	Actinobacteria <phylum>	1	Actinobacteria <phylum>	Actinobacteria	Actinobacteria
22190	Proteobacteria	1	Proteobacteria	Betaproteobacteria	Betaproteobacteria
21693	Proteobacteria	1	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
29057	Proteobacteria	1	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
3035	unclassified Bacteria	1	unclassified Bacteria	NA	NA
72164	Actinobacteria <phylum>	1	Actinobacteria <phylum>	Actinobacteria	Actinobacteria
46883	Proteobacteria	1	Proteobacteria	NA	NA
14805	Proteobacteria	6	Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria	Gammaproteobacteria	Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria
91738	Proteobacteria	1	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
41939	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
41943	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
7600	Proteobacteria	1	Proteobacteria	NA	NA
63083	Proteobacteria	1	Proteobacteria	Betaproteobacteria	Betaproteobacteria
49706	Bacteroidetes/Chlorobi group	2	Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes;Bacteroidetes
12599	Bacteroidetes/Chlorobi group	2	Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes;NA
58838	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
58473	Bacteroidetes/Chlorobi group	2	Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes;Bacteroidetes
15706	Proteobacteria	1	Proteobacteria	NA	NA
19105	unclassified Bacteria	1	unclassified Bacteria	candidate division TM7	candidate division TM7
9848	Proteobacteria	1	Proteobacteria	NA	NA
14265	unclassified Bacteria	3	NA;NA;unclassified Bacteria	candidate division TM7	NA;NA;candidate division TM7
17325	Proteobacteria	1	Proteobacteria	NA	NA
5801	Actinobacteria <phylum>	1	Actinobacteria <phylum>	Actinobacteria	Actinobacteria
28207	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
5890	Actinobacteria <phylum>	1	Actinobacteria <phylum>	Actinobacteria	Actinobacteria
9905	Proteobacteria	1	Proteobacteria	NA	NA
1766	Actinobacteria <phylum>	1	Actinobacteria <phylum>	Actinobacteria	Actinobacteria
59391	Proteobacteria	1	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
60	Proteobacteria	2	Proteobacteria;Proteobacteria	Gammaproteobacteria	NA;Gammaproteobacteria
18526	Actinobacteria <phylum>	2	Actinobacteria <phylum>;Actinobacteria <phylum>	Actinobacteria	Actinobacteria;Actinobacteria
10585	Proteobacteria	2	Proteobacteria;Proteobacteria	Alphaproteobacteria	Alphaproteobacteria;Alphaproteobacteria
40201	Proteobacteria	1	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
7840	Proteobacteria	1	Proteobacteria	NA	NA
65601	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
61433	Proteobacteria	1	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
37056	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
27698	Proteobacteria	1	Proteobacteria	NA	NA
91605	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
34259	Proteobacteria	1	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
57934	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
17108	Actinobacteria <phylum>	2	Actinobacteria <phylum>;Actinobacteria <phylum>	Actinobacteria	Actinobacteria;Actinobacteria
41611	Proteobacteria	1	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
30233	Proteobacteria	1	Proteobacteria	NA	NA
65997	Bacteroidetes/Chlorobi group	2	Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes;Bacteroidetes
57587	Proteobacteria	2	Proteobacteria;Proteobacteria	Betaproteobacteria	Betaproteobacteria;Betaproteobacteria
89313	Proteobacteria	1	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
25120	Proteobacteria	1	Proteobacteria	NA	NA
62055	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
75977	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
33858	Proteobacteria	2	Proteobacteria;Proteobacteria	Betaproteobacteria	Betaproteobacteria;Betaproteobacteria
76128	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
45992	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
32543	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
66558	Proteobacteria	1	Proteobacteria	Betaproteobacteria	Betaproteobacteria
4079	Proteobacteria	1	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
4499	Actinobacteria <phylum>	1	Actinobacteria <phylum>	Actinobacteria	Actinobacteria
2965	Proteobacteria	1	Proteobacteria	NA	NA
49066	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
27366	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
56847	Bacteroidetes/Chlorobi group	4	Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes;Bacteroidetes;Bacteroidetes;Bacteroidetes
79367	Proteobacteria	1	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
58176	Chloroflexi <phylum>	1	Chloroflexi <phylum>	Caldilineae	Caldilineae
6285	Proteobacteria	1	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
2100	Proteobacteria	1	Proteobacteria	NA	NA
27294	Fibrobacteres/Acidobacteria group	1	Fibrobacteres/Acidobacteria group	NA	NA
17731	Actinobacteria <phylum>	1	Actinobacteria <phylum>	Actinobacteria	Actinobacteria
11137	Proteobacteria	1	Proteobacteria	NA	NA
6539	Actinobacteria <phylum>	1	Actinobacteria <phylum>	Actinobacteria	Actinobacteria
91526	Proteobacteria	1	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
6798	unclassified Bacteria	7	unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria	candidate division TM7	candidate division TM7;candidate division TM7;candidate division TM7;candidate division TM7;candidate division TM7;candidate division TM7;NA
53047	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
92976	Elusimicrobia	1	Elusimicrobia	Elusimicrobia <class>	Elusimicrobia <class>
21435	Proteobacteria	1	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
78262	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
34746	Actinobacteria <phylum>	1	Actinobacteria <phylum>	Actinobacteria	Actinobacteria
8632	Bacteroidetes/Chlorobi group	3	Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes;Bacteroidetes;Bacteroidetes
82013	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
